ID	label	x	y	cluster	weight<Links>	weight<Total link strength>
1879	Goldach=>St. Gallen St. Fiden	1.0268	-0.141	9	2	0.2375
1880	Mörschwil	1.0305	-0.1411	9	4	1.6539
1881	Rorschach Stadt	1.0493	-0.1398	9	5	3.0909
1882	St. Gallen St. Fiden	1.0177	-0.1415	9	8	2.3109
1883	Goppenstein=>Ausserberg	-0.6106	-0.3248	2	2	0.1972
1884	Goppenstein=>Hohtenn	-0.6104	-0.3212	2	2	0.4355
1885	Goppenstein=>Kandersteg	-0.611	-0.3062	2	2	0.3127
1886	Gordola	0.3131	-0.6219	8	4	2.4713
1887	Gordola=>Riazzino	0.3131	-0.6204	8	2	1.0125
1888	Gordola=>Tenero	0.3125	-0.6227	8	2	0.8326
1889	Tenero	0.3121	-0.6232	8	4	1.598
1890	Gorgier-St-Aubin=>Bevaix	-1.002	0.243	6	2	1.1129
1891	Gorgier-St-Aubin=>Vaumarcus	-1.0238	0.215	6	2	1.129
1892	Gossau SG=>Arnegg	0.9708	-0.1377	9	2	0.4265
1893	Gossau SG=>Flawil	0.9521	-0.1203	1	2	0.5264
1894	Gossau SG=>St. Gallen	0.9757	-0.1247	1	2	0.2895
1895	Gossau SG=>St. Gallen Winkeln	0.9727	-0.126	1	2	0.7112
1896	St. Gallen	0.9834	-0.1244	1	20	1.7963
1897	St. Gallen Winkeln	0.9758	-0.1261	1	6	2.8226
1898	Grafenort=>Engelberg	-0.0041	-0.039	8	2	0.5714
1899	Grafenort=>Wolfenschiessen	-0.0038	-0.0375	8	2	0.75
1900	Grafenried=>Fraubrunnen	-0.534	0.2747	4	2	1.5067
1901	Grafenried=>Jegenstorf	-0.5442	0.2615	4	2	0.9677
1902	Grandgourt=>Buix	-0.3927	0.6393	7	2	1.5
1903	Grandgourt=>Courtemaîche	-0.3921	0.6356	7	2	1
1904	Grandson=>Concise	-1.0422	0.1815	6	2	0.3111
1905	Grandson=>Yverdon-les-Bains	-1.06	0.1458	6	2	1.3053
1906	Grandval=>Crémines	-0.5114	0.4435	7	2	1.5
1907	Grandval=>Moutier	-0.5159	0.4455	7	2	0.75
1908	Grandvaux=>Bossière	-1.1001	-0.063	6	2	1.3694
1909	Grandvaux=>Puidoux	-1.0915	-0.0644	6	2	0.7361
1910	Granges-Marnand	-1.0233	0.0914	11	6	1.8644
1911	Granges-Marnand=>Henniez	-1.0264	0.0871	11	2	0.8069
1912	Granges-Marnand=>Lucens	-1.0289	0.0801	11	2	0.2853
1913	Granges-Marnand=>Payerne	-1.0174	0.0993	11	2	0.5921
1914	Henniez	-1.028	0.0839	11	4	1.9933
1915	Lucens	-1.0335	0.0725	11	6	1.0669
1916	Grellingen=>Aesch	-0.1342	0.4005	5	2	0.3406
1917	Grellingen=>Duggingen	-0.1522	0.4081	5	2	1.3066
1918	Grellingen=>Zwingen	-0.1773	0.4145	5	2	0.5197
1919	Zwingen	-0.1943	0.4188	5	4	1.5101
1920	Grenchen Nord=>Biel/Bienne	-0.5988	0.3993	7	2	0.3426
1921	Grenchen Nord=>Moutier	-0.5489	0.4299	7	2	0.401
1922	Grenchen Süd=>Bettlach	-0.5381	0.3718	7	2	1.1885
1923	Grenchen Süd=>Biel/Bienne	-0.6103	0.3686	7	2	0.2078
1924	Grenchen Süd=>Lengnau	-0.5668	0.3723	7	2	0.7006
1925	Grenchen Süd=>Solothurn	-0.4936	0.3495	7	2	0.324
1926	Lengnau	-0.5725	0.3732	7	4	1.8889
1927	Grengiols=>Betten Talstation	-0.2426	-0.4642	13	2	0.7647
1928	Grengiols=>Lax	-0.2229	-0.4703	13	2	0.6667
1929	Grolley=>Belfaux CFF	-0.9474	0.0853	11	2	0.4925
1930	Grolley=>Léchelles	-0.9713	0.0994	11	2	0.4876
1931	Grosshöchstetten=>Biglen	-0.484	0.1194	4	2	1.0068
1932	Grosshöchstetten=>Konolfingen	-0.4933	0.111	4	2	0.6943
1933	Gruben	-0.9754	-0.3666	2	4	1.707
1934	Gruben=>Gstaad	-0.9837	-0.3684	2	2	0.75
1935	Gruben=>Schönried	-0.9697	-0.3652	2	2	0.74
1936	Gstaad	-1	-0.3718	2	6	0.8944
1937	Schönried	-0.9582	-0.3617	2	6	1.6542
1938	Grubenwald	-0.8563	-0.3282	2	4	1.8333
1939	Grubenwald=>Weissenbach	-0.8529	-0.3264	2	2	1.1667
1940	Grubenwald=>Zweisimmen	-0.8653	-0.3325	2	2	0.5833
1941	Gruyères=>Enney	-1.1646	-0.2535	14	2	1
1942	Gruyères=>Le Pâquier-Montbarry	-1.1638	-0.2334	14	2	1.4412
1943	Le Pâquier-Montbarry	-1.1639	-0.2279	14	4	2.9412
1944	Grüenfeld=>Burghalden	0.5394	-0.0432	10	2	1.0062
1945	Grüenfeld=>Samstagern	0.5372	-0.0533	10	2	1.4029
1946	Samstagern	0.5368	-0.0567	10	8	2.3927
1947	Grünenmatt	-0.4368	0.1306	4	4	2.5
1948	Grünenmatt=>Ramsei	-0.4376	0.1301	4	2	0.8333
1949	Grünenmatt=>Sumiswald-Grünen	-0.4367	0.1314	4	2	0.8936
1950	Ramsei	-0.4384	0.1294	4	6	1.261
1951	Sumiswald-Grünen	-0.4362	0.1312	4	2	1.3936
1952	Grüsch	1.2363	0.0306	3	7	2.2246
1953	Grüsch=>Landquart	1.2078	0.0163	3	2	0.2778
1954	Grüsch=>Schiers	1.247	0.0359	3	2	0.669
1955	Grüsch=>Seewis-Pardisla	1.2318	0.0288	3	2	1.037
1956	Seewis-Pardisla	1.2316	0.0281	3	5	2.3401
1957	Gstaad=>Gruben	-0.9797	-0.3675	2	2	0.4111
1958	Gstaad=>Saanen	-1.0249	-0.3761	2	2	0.3649
1959	Gstaad=>Schönried	-0.964	-0.3631	2	2	0.1448
1960	Saanen	-1.034	-0.3776	2	4	1.4955
1961	Guntershausen=>Aadorf	0.8319	-0.0652	1	2	0.9524
1962	Guntershausen=>Eschlikon	0.8429	-0.0715	1	2	1.037
1963	Gutenburg	-0.2148	0.1814	4	5	2.5149
1964	Gutenburg=>Lotzwil	-0.2167	0.1843	4	2	0.8402
1965	Gutenburg=>Madiswil	-0.213	0.1784	4	2	0.8402
1966	Lotzwil	-0.2179	0.1876	4	4	2.3402
1967	Madiswil	-0.2106	0.1732	4	5	1.818
1968	Gänsbrunnen=>Oberdorf SO	-0.4997	0.424	7	2	0.8576
1969	Oberdorf SO	-0.4971	0.4168	7	5	1.6387
1970	Göschenen=>Airolo	0.3155	-0.3832	8	2	0.2878
1971	Göschenen=>Andermatt	0.3192	-0.3724	8	2	0.4743
1972	Göschenen=>Erstfeld	0.3131	-0.3558	8	2	0.2212
1973	Göschenen=>Flüelen	0.2996	-0.2924	8	2	0.0414
1974	Gümligen	-0.5587	0.1243	4	6	1.7982
1975	Gümligen=>Ostermundigen	-0.5627	0.14	4	2	1.1911
1976	Gümligen=>Rubigen	-0.5663	0.1077	4	2	0.6967
1977	Gümligen=>Worb SBB	-0.5423	0.117	4	2	0.5967
1978	Rubigen	-0.5692	0.1011	4	4	2.4867
1979	Worb SBB	-0.5346	0.1133	4	7	1.7313
1980	Gümmenen	-0.7523	0.2259	11	6	1.1551
1981	Gümmenen=>Bern	-0.6168	0.172	4	2	0.0897
1982	Gümmenen=>Kerzers	-0.7723	0.2334	11	2	0.4658
1983	Gümmenen=>Rosshäusern	-0.7334	0.219	11	2	0.575
1984	Güttingen=>Altnau	1.0316	-0.2374	9	2	0.9605
1985	Güttingen=>Kesswil	1.0318	-0.2304	9	2	1.0395
1986	Kesswil	1.0308	-0.2265	9	4	1.9605
1987	Haldenstein=>Chur Wiesental	1.2233	-0.0148	3	2	1.16
1988	Haldenstein=>Untervaz-Trimmis	1.2223	-0.0111	3	2	0.9847
1989	Hallwil=>Boniswil	0.1286	0.1485	12	2	0.9923
1990	Hallwil=>Seon	0.1351	0.1523	12	2	0.7558
1991	Seon	0.1427	0.1571	12	4	0.8676
1992	Hasle LU=>Entlebuch	-0.2129	0.0686	4	2	1.4524
1993	Hasle LU=>Schüpfheim	-0.2291	0.0708	4	2	0.75
1994	Hasle-Rüegsau	-0.4524	0.1485	4	8	1.2933
1995	Hasle-Rüegsau=>Lützelflüh-Goldbach	-0.445	0.1401	4	2	1.0987
1996	Hasle-Rüegsau=>Oberburg	-0.4484	0.1642	4	2	0.6532
1997	Hasle-Rüegsau=>Schafhausen i.E.	-0.4609	0.1409	4	2	1.0571
1998	Hasle-Rüegsau=>Walkringen	-0.4676	0.1348	4	2	0.203
1999	Lützelflüh-Goldbach	-0.4442	0.1387	4	4	3
2000	Hauptwil=>Arnegg	0.9734	-0.1434	9	2	0.75
2001	Hauptwil=>Bischofszell Stadt	0.9768	-0.1547	9	2	0.5833
2002	Hedingen=>Affoltern am Albis	0.3497	0.0683	10	2	0.7933
2003	Hedingen=>Bonstetten-Wettswil	0.3531	0.0758	10	2	0.8295
2004	Heerbrugg=>Altstätten SG	1.0839	-0.0849	9	2	0.3323
2005	Heerbrugg=>Au SG	1.0788	-0.106	9	2	1.1645
2006	Heerbrugg=>Rebstein-Marbach	1.0842	-0.0908	9	2	0.6775
2007	Heerbrugg=>St. Margrethen	1.0747	-0.1114	9	2	0.2779
2008	Heimberg=>Brenzikofen	-0.5382	0.0599	4	2	0.7137
2009	Heimberg=>Lädeli	-0.5566	0.0402	4	2	1.0342
2010	Heimberg=>Oberdiessbach	-0.5335	0.0649	4	2	0.3782
2011	Lädeli	-0.557	0.04	4	6	3.504
2012	Hendschiken=>Dottikon-Dintikon	0.192	0.1478	5	2	1.0901
2013	Hendschiken=>Lenzburg	0.1788	0.164	5	2	0.6202
2014	Hendschiken=>Othmarsingen	0.203	0.1653	5	2	0.6305
2015	Henggart=>Andelfingen	0.6982	0.0216	1	2	0.7915
2016	Henggart=>Hettlingen	0.7004	0.0165	1	2	0.8976
2017	Hettlingen	0.7014	0.0134	1	4	1.4209
2018	Henniez=>Granges-Marnand	-1.026	0.0878	11	2	1
2019	Henniez=>Lucens	-1.0302	0.0802	11	2	0.7534
2020	Hergiswil=>Alpnach Dorf	-0.0461	-0.038	8	2	0.2647
2021	Hergiswil=>Alpnachstad	-0.0274	-0.0298	8	2	0.3908
2022	Hergiswil=>Horw	-0.0061	-0.0176	8	2	0.5901
2023	Hergiswil=>Luzern	0.0225	0.0062	8	2	0.1401
2024	Hergiswil=>Stansstad	-0.0101	-0.0237	8	2	0.5076
2025	Horw	0.0005	-0.0126	8	4	2.1988
2026	Stansstad	-0.0082	-0.024	8	4	1.4888
2027	Herisau=>Degersheim	0.934	-0.0856	1	2	0.2159
2028	Herisau=>Schachen (Herisau)	0.9441	-0.0927	1	2	0.5525
2029	Herisau=>St. Gallen	0.9673	-0.1113	1	2	0.2649
2030	Herisau=>St. Gallen Haggen	0.9614	-0.1063	1	2	0.4651
2031	Herisau=>Wattwil	0.9222	-0.0821	1	2	0.1193
2032	St. Gallen Haggen	0.9689	-0.1113	1	4	1.7367
2033	Herrliberg-Feldmeilen	0.5663	0.0256	1	4	1.3272
2034	Herrliberg-Feldmeilen=>Meilen	0.5731	0.023	1	2	0.7053
2035	Herrliberg-Feldmeilen=>Winkel am Zürichsee	0.5626	0.0276	1	2	1.3737
2036	Meilen	0.576	0.0218	1	10	2.2315
2037	Herzogenbuchsee=>Burgdorf	-0.3603	0.2041	4	2	0.256
2038	Herzogenbuchsee=>Langenthal	-0.2738	0.2044	4	2	0.5786
2039	Herzogenbuchsee=>Wynigen	-0.3368	0.2044	4	2	0.3702
2040	Langenthal	-0.2257	0.2041	4	9	1.4948
2041	Hettlingen=>Henggart	0.7001	0.0174	1	2	1.4022
2042	Hettlingen=>Winterthur	0.7025	0.0065	1	2	0.574
2043	Hindelbank=>Bern Wankdorf	-0.5473	0.1891	4	2	0.305
2044	Hindelbank=>Lyssach	-0.5053	0.2006	4	2	0.991
2045	Hindelbank=>Schönbühl SBB	-0.5394	0.2041	4	2	0.5192
2046	Schönbühl SBB	-0.5483	0.2062	4	4	1.6723
2047	Hinwil	0.622	0.0176	1	2	1.3333
2048	Hinwil=>Wetzikon	0.6223	0.0177	1	2	1.25
2049	Hitzkirch=>Ermensee	0.0826	0.1122	12	2	1.0053
2050	Hitzkirch=>Gelfingen	0.0716	0.106	12	2	1.1872
2051	Hochdorf=>Baldegg Kloster	0.0565	0.0969	12	2	1.1659
2052	Hochdorf Schönau=>Ballwil	0.0385	0.0853	12	2	1.0073
2053	Hochdorf Schönau=>Hochdorf	0.0444	0.0887	12	2	0.8537
2054	Hohtenn=>Ausserberg	-0.61	-0.3268	2	2	0.8754
2055	Hohtenn=>Goppenstein	-0.6103	-0.3217	2	2	0.5093
2056	Holderbank AG	0.1702	0.204	5	4	2.6552
2057	Holderbank AG=>Schinznach Bad	0.1768	0.2047	5	2	1.5065
2058	Holderbank AG=>Wildegg	0.1625	0.2032	5	2	0.987
2059	Horgen=>Au ZH	0.5136	-0.0071	10	2	0.6474
2060	Horgen=>Oberrieden	0.479	0.0051	10	2	1.1514
2061	Horgen=>Thalwil	0.4637	0.0114	10	2	0.4688
2062	Horgen=>Wädenswil	0.5264	-0.0111	10	2	0.3315
2063	Horgen Oberdorf=>Baar	0.39	0.0135	10	2	0.4823
2064	Horgen Oberdorf=>Oberrieden Dorf	0.4152	0.0139	10	2	1.3303
2065	Oberrieden Dorf	0.4191	0.0145	10	4	3
2066	Oberrieden	0.4758	0.0064	10	4	3
2067	Horn	1.0597	-0.162	9	4	1.6667
2068	Horn=>Rorschach Hafen	1.0598	-0.1554	9	2	0.8333
2069	Horn=>Steinach	1.0587	-0.1688	9	2	1.3333
