ID	label	x	y	cluster	weight<Links>	weight<Total link strength>
3377	Rolle=>Gland	-1.2237	-0.0081	6	2	0.5826
3378	Romanshorn=>Amriswil	0.9964	-0.1916	9	2	0.3932
3379	Romanshorn=>Egnach	1.0363	-0.1914	9	2	0.5825
3380	Romanshorn=>Kreuzlingen Hafen	1.0011	-0.2229	9	2	0.1062
3381	Romanshorn=>Neukirch-Egnach	1.0269	-0.1912	9	2	0.7521
3382	Romanshorn=>St. Gallen	0.995	-0.1486	1	2	0.0881
3383	Romanshorn=>Uttwil	1.0277	-0.2178	9	2	0.5682
3384	Romont=>Fribourg/Freiburg	-1.0003	-0.0054	6	2	0.2434
3385	Romont=>Lausanne	-1.106	-0.0506	6	2	0.0304
3386	Romont=>Palézieux	-1.0488	-0.033	6	2	0.1294
3387	Romont=>Vauderens	-1.0486	-0.0327	6	2	0.2102
3388	Romont=>Vaulruz-Nord	-1.0653	-0.0718	6	2	0.1996
3389	Romont=>Villaz-St-Pierre	-1.016	-0.0154	6	2	0.6092
3390	Root D4=>Buchrain	0.1513	-0.0023	8	2	1.4932
3391	Root D4=>Gisikon-Root	0.1711	-0.0032	8	2	1.0068
3392	Rorschach	1.0561	-0.138	9	12	2.9452
3393	Rorschach=>Rorschach Hafen	1.0595	-0.1492	9	2	1.2032
3394	Rorschach=>Rorschach Stadt	1.0504	-0.1401	9	2	1.1979
3395	Rorschach=>St. Gallen	1.0238	-0.1325	9	2	0.1732
3396	Rorschach=>St. Margrethen	1.0655	-0.1255	9	2	0.2445
3397	Rorschach=>Staad	1.0617	-0.1334	9	2	1.2941
3398	Rorschach Hafen=>Horn	1.0603	-0.1567	9	2	1
3399	Rorschach Hafen=>Rorschach	1.0584	-0.1446	9	2	1
3400	Rorschach Stadt=>Goldach	1.0447	-0.1401	9	2	1.019
3401	Rorschach Stadt=>Rorschach	1.0534	-0.139	9	2	1.2314
3402	Rosshäusern=>Bern Brünnen Westside	-0.7031	0.207	11	2	0.4395
3403	Rosshäusern=>Gümmenen	-0.7308	0.218	11	2	0.6275
3404	Rosshäusern=>Riedbach	-0.7102	0.2099	11	2	0.7461
3405	Rossinière=>Château-d'Oex	-1.1022	-0.3701	2	2	0.3095
3406	Rossinière=>La Chaudanne-Les Moulins	-1.1075	-0.3675	2	2	1.2857
3407	Rossinière=>La Tine	-1.1139	-0.3607	2	2	0.6762
3408	Rossinière=>Montbovon	-1.1162	-0.3554	2	2	0.2846
3409	Rosé=>Matran	-0.9618	0.0305	6	2	1.4923
3410	Rosé=>Neyruz	-0.9758	0.0185	6	2	1.5077
3411	Rothenbrunnen=>Bonaduz	1.2714	-0.0271	3	2	0.1818
3412	Rothenbrunnen=>Rhäzüns	1.283	-0.0201	3	2	0.5624
3413	Rothenbrunnen=>Rodels-Realta	1.2924	-0.0127	3	2	0.6741
3414	Rothenburg	-0.0056	0.0773	12	4	2.3362
3415	Rothenburg=>Rothenburg Dorf	-0.0028	0.0746	12	2	1.475
3416	Rothenburg=>Sempach-Neuenkirch	-0.0089	0.0805	12	2	0.7484
3417	Rothenburg Dorf=>Emmenbrücke Gersag	0.0038	0.0702	12	2	0.9937
3418	Rothenburg Dorf=>Rothenburg	-0.0041	0.0757	12	2	1.4937
3419	Rothenburg Dorf=>Sempach-Neuenkirch	-0.0156	0.086	12	2	0.1793
3420	Rothenthurm=>Altmatt	0.4173	-0.1033	10	2	0.7096
3421	Rothenthurm=>Arth-Goldau	0.3681	-0.1157	10	2	0.2356
3422	Rothenthurm=>Biberbrugg	0.4354	-0.0973	10	2	0.3034
3423	Rothenthurm=>Biberegg	0.3852	-0.1136	10	2	1.037
3424	Rothrist=>Aarburg-Oftringen	-0.1315	0.2065	12	2	0.7762
3425	Rothrist=>Murgenthal	-0.1646	0.207	12	2	0.619
3426	Rotkreuz=>Arth-Goldau	0.2599	-0.0914	8	2	0.1139
3427	Rotkreuz=>Cham	0.2662	0.0001	8	2	0.2759
3428	Rotkreuz=>Gisikon-Root	0.1828	-0.0038	8	2	0.6661
3429	Rotkreuz=>Hünenberg Chämleten	0.2466	-0.0032	8	2	0.5348
3430	Rotkreuz=>Hünenberg Zythus	0.2529	-0.0018	8	2	0.4953
3431	Rotkreuz=>Immensee	0.2252	-0.0861	8	2	0.2053
3432	Rotkreuz=>Luzern	0.0839	0.0094	8	2	0.0963
3433	Rotkreuz=>Oberrüti	0.2166	0.0354	5	2	0.538
3434	Rotkreuz=>Zug	0.2983	0.0086	10	2	0.1785
3435	Rougemont=>Château-d'Oex	-1.0766	-0.3782	2	2	0.275
3436	Rougemont=>Flendruz	-1.0711	-0.3835	2	2	1.325
3437	Rougemont=>Saanen	-1.0531	-0.3801	2	2	0.7508
3438	Rubigen=>Gümligen	-0.5649	0.1103	4	2	0.8343
3439	Rubigen=>Münsingen	-0.5732	0.0922	4	2	0.8133
3440	Rueras=>Dieni	0.6446	-0.3448	13	2	1
3441	Rueras=>Sedrun	0.668	-0.3381	13	2	1.0217
3442	Rueun=>Ilanz	1.1138	-0.1355	13	2	0.8429
3443	Rueun=>Waltensburg/Vuorz	1.0833	-0.1537	13	2	0.7341
3444	Waltensburg/Vuorz	1.0768	-0.157	13	4	1.6682
3445	Rupperswil=>Aarau	0.1266	0.1991	5	2	0.6832
3446	Rupperswil=>Lenzburg	0.1578	0.18	5	2	0.5117
3447	Rupperswil=>Wildegg	0.149	0.1996	5	2	0.8125
3448	Russin=>La Plaine	-1.3301	-0.0306	6	2	0.7675
3449	Russin=>Satigny	-1.3281	-0.0291	6	2	0.8991
3450	Rämismühle-Zell=>Rikon	0.7431	-0.0499	1	2	0.8398
3451	Rämismühle-Zell=>Turbenthal	0.7404	-0.0519	1	2	0.8268
3452	Räterschen	0.7856	-0.0411	1	5	2.5
3453	Räterschen=>Schottikon	0.7932	-0.0443	1	2	1.5357
3454	Räterschen=>Winterthur Hegi	0.7761	-0.0373	1	2	1.4524
3455	Winterthur Hegi	0.7716	-0.0352	1	5	3.0256
3456	Rümikon AG=>Kaiserstuhl AG	0.5313	0.1625	5	2	0.8611
3457	Rümikon AG=>Mellikon	0.5141	0.1733	5	2	1.4722
3458	Rümlang=>Glattbrugg	0.5602	0.1034	1	2	0.8333
3459	Rümlang=>Oberglatt	0.5781	0.1126	1	2	0.7333
3460	Rümlingen=>Buckten	-0.069	0.2795	5	2	1.2691
3461	Rümlingen=>Diepflingen	-0.0621	0.2826	5	2	0.9054
3462	Rümlingen=>Sommerau	-0.0638	0.2848	5	2	0.9081
3463	Rüschlikon=>Kilchberg	0.448	0.0267	10	2	1.4833
3464	Rüschlikon=>Thalwil	0.4494	0.0193	10	2	1.1671
3465	Rüthi SG=>Oberriet	1.0878	-0.0582	9	2	0.6865
3466	Rüthi SG=>Salez-Sennwald	1.0871	-0.0531	9	2	1.0007
3467	Rüti GL=>Diesbach-Betschwanden	1.0044	0.077	10	2	1.5122
3468	Rüti GL=>Linthal Braunwaldbahn	1.007	0.0761	10	2	1.0592
3469	Rüti ZH=>Bubikon	0.6558	-0.0053	1	2	0.7367
3470	Rüti ZH=>Jona	0.6708	-0.0157	1	2	0.5733
3471	Rüti ZH=>Tann-Dürnten	0.677	-0.0231	1	2	1.05
3472	Tann-Dürnten	0.6778	-0.0235	1	4	1.9167
3473	S-chanf=>Cinuos-chel-Brail	1.4401	0.1468	3	2	0.4503
3474	S-chanf=>Zernez	1.4313	0.141	3	2	0.1275
3475	S-chanf=>Zuoz	1.4496	0.1546	3	2	0.8159
3476	S. Antonino=>Cadenazzo	0.3115	-0.604	8	2	0.8119
3477	S. Antonino=>Giubiasco	0.309	-0.5886	8	2	0.7555
3478	S. Nazzaro=>Gerra (Gambarogno)	0.3209	-0.6718	8	2	1.2581
3479	S. Nazzaro=>Magadino-Vira	0.3193	-0.6574	8	2	0.5781
3480	Saanen=>Gstaad	-1.0209	-0.3755	2	2	0.8151
3481	Saanen=>Rougemont	-1.0424	-0.3788	2	2	0.7371
3482	Saanenmöser=>Oeschseite	-0.9211	-0.3521	2	2	0.6516
3483	Saanenmöser=>Schönried	-0.9398	-0.3569	2	2	0.7998
3484	Saanenmöser=>Zweisimmen	-0.9077	-0.347	2	2	0.1833
3485	Saas im Prättigau=>Klosters Dorf	1.3192	0.0694	3	2	0.2858
3486	Saas im Prättigau=>Klosters Platz	1.3223	0.071	3	2	0.3293
3487	Saas im Prättigau=>Küblis	1.3068	0.0634	3	2	0.6022
3488	Sachseln=>Ewil Maxon	-0.1203	-0.0688	8	2	1.1735
3489	Sachseln=>Giswil	-0.1336	-0.0731	8	2	0.2397
3490	Sachseln=>Sarnen	-0.0888	-0.0551	8	2	0.6415
3491	Safenwil=>Kölliken Oberdorf	0.0061	0.1832	12	2	1.2037
3492	Safenwil=>Walterswil-Striegel	-0.0386	0.1817	12	2	1.1975
3493	Saland=>Bauma	0.7205	-0.0509	1	2	0.5302
3494	Saland=>Wila	0.7308	-0.0532	1	2	0.7021
3495	Wila	0.7335	-0.0531	1	4	2.0273
3496	Salez-Sennwald=>Buchs SG	1.0852	-0.0471	9	2	0.6575
3497	Salez-Sennwald=>Rüthi SG	1.0873	-0.0529	9	2	0.9865
3498	Salgesch=>Leuk	-0.6709	-0.3938	2	2	0.8333
3499	Salgesch=>Sierre/Siders	-0.6866	-0.398	2	2	0.8126
3500	Samedan=>Bergün/Bravuogn	1.4286	0.1362	3	2	0.0352
3501	Samedan=>Bever	1.4603	0.171	3	2	1.0024
3502	Samedan=>Celerina	1.4688	0.188	3	2	0.5877
3503	Samedan=>Filisur	1.4072	0.1114	3	2	0.0256
3504	Samedan=>Pontresina	1.473	0.2086	3	2	0.2029
3505	Samedan=>Preda	1.4523	0.1641	3	2	0.1085
3506	Samedan=>Punt Muragl	1.4686	0.1939	3	2	0.5556
3507	Samedan=>Spinas	1.4569	0.1697	3	2	0.2175
3508	Samedan=>St. Moritz	1.4725	0.1941	3	2	0.1877
3509	Samstagern=>Biberbrugg	0.4753	-0.0841	10	2	0.2039
3510	Samstagern=>Riedmatt SZ	0.5602	-0.0548	10	2	0.6294
3511	Samstagern=>Schindellegi-Feusisberg	0.5198	-0.0641	10	2	0.7824
3512	Sargans=>Bad Ragaz	1.1137	0.0005	3	2	0.4873
3513	Sargans=>Buchs SG	1.0757	-0.0258	9	2	0.174
3514	Sargans=>Landquart	1.1552	0.0039	3	2	0.1971
3515	Sargans=>Mels	1.0433	-0.0012	3	2	1.0412
3516	Sargans=>Sevelen	1.0756	-0.0206	9	2	0.2057
3517	Sargans=>Walenstadt	1.0112	-0.0001	3	2	0.1819
3518	Sargans=>Zürich HB	0.9399	0.0136	3	2	0.0901
3519	Sarnen=>Alpnach Dorf	-0.0492	-0.0393	8	2	0.3471
3520	Sarnen=>Luzern	-0.0217	-0.018	8	2	0.1078
3521	Sarnen=>Sachseln	-0.0992	-0.0596	8	2	0.7
3522	Sarnen Nord=>Alpnach Dorf	-0.0561	-0.0426	8	2	0.8333
3523	Sarnen Nord=>Sarnen	-0.0679	-0.0471	8	2	1.0067
3524	Satigny=>Russin	-1.3279	-0.0292	6	2	0.7426
3525	Satigny=>Zimeysa	-1.3195	-0.0273	6	2	1.2604
3526	Sattel-Aegeri=>Biberegg	0.3728	-0.1169	10	2	0.8942
3527	Sattel-Aegeri=>Steinerberg	0.3523	-0.1218	10	2	0.6984
3528	Saxon=>Charrat-Fully	-0.843	-0.4508	2	2	0.6303
3529	Saxon=>Riddes	-0.8215	-0.4466	2	2	0.6553
3530	Schachen (Herisau)=>Degersheim	0.9374	-0.088	1	2	0.8265
3531	Schachen (Herisau)=>Herisau	0.945	-0.0935	1	2	0.7568
3532	Schachen LU=>Malters	-0.0949	0.0473	4	2	0.9194
3533	Schachen LU=>Werthenstein	-0.1117	0.0517	4	2	0.7855
3534	Werthenstein	-0.1227	0.0548	4	4	2.3387
3535	Schaffhausen=>Bülach	0.6502	0.0612	1	2	0.1411
3536	Schaffhausen=>Feuerthalen	0.7048	0.0182	9	2	1.1818
3537	Schaffhausen=>Neuhausen	0.6788	0.0441	1	2	0.9759
3538	Schaffhausen=>Zürich HB	0.6252	0.0494	1	2	0.1248
3539	Schafhausen i.E.=>Bigenthal	-0.4639	0.138	4	2	0.9889
3540	Schafhausen i.E.=>Hasle-Rüegsau	-0.4584	0.143	4	2	0.7667
3541	Schalunen=>Bätterkinden	-0.5218	0.2861	4	2	0.9027
3542	Schalunen=>Büren zum Hof	-0.527	0.2832	4	2	1.087
3543	Schalunen=>Fraubrunnen	-0.5285	0.2805	4	2	0.6377
3544	Schiers=>Furna	1.2689	0.0463	3	2	0.3268
3545	Schiers=>Grüsch	1.2416	0.0334	3	2	0.6115
3546	Schiers=>Jenaz	1.2746	0.0489	3	2	0.3936
3547	Schiers=>Küblis	1.2764	0.0494	3	2	0.2161
3548	Schiers=>Landquart	1.2066	0.0156	3	2	0.1513
3549	Schiers=>Malans	1.2301	0.0272	3	2	0.2247
3550	Schindellegi-Feusisberg=>Biberbrugg	0.4977	-0.0744	10	2	0.6983
3551	Schindellegi-Feusisberg=>Samstagern	0.522	-0.0637	10	2	0.7771
3552	Schinznach Bad=>Brugg AG	0.1895	0.2042	5	2	0.7281
3553	Schinznach Bad=>Holderbank AG	0.1746	0.2041	5	2	1.1487
3554	Schlatt=>Langwiesen	0.7342	-0.0102	9	2	1.5584
3555	Schlatt=>St. Katharinental	0.75	-0.0279	9	2	0.7749
3556	Schlattingen=>Diessenhofen	0.7828	-0.0715	9	2	0.8918
3557	Schlattingen=>Etzwilen	0.7967	-0.0907	9	2	0.7749
3558	Schlieren=>Glanzenberg	0.3464	0.132	5	2	1
3559	Schlieren=>Zürich Altstetten	0.3591	0.123	5	2	0.8333
3560	Schloss Laufen am Rheinfall=>Dachsen	0.6874	0.0438	1	2	1.1724
3561	Schloss Laufen am Rheinfall=>Neuhausen	0.6828	0.0465	1	2	0.909
3562	Schmerikon=>Blumenau	0.7455	-0.0262	1	2	0.4628
3563	Schmerikon=>Rapperswil	0.7343	-0.0252	1	2	0.3271
3564	Schmerikon=>Uznach	0.7942	-0.0286	1	2	0.727
3565	Schmitten=>Düdingen	-0.8383	0.0944	6	2	0.73
3566	Schmitten=>Wünnewil	-0.8221	0.1017	6	2	1.4933
3567	Schottikon=>Elgg	0.8028	-0.0498	1	2	0.8786
3568	Schottikon=>Räterschen	0.7893	-0.0431	1	2	1.4524
3569	Schwanden GL=>Mitlödi	0.9586	0.0571	10	2	1.1084
3570	Schwanden GL=>Nidfurn-Haslen	0.9874	0.0723	10	2	1.0602
3571	Schwarzenburg=>Lanzenhäusern	-0.6868	0.1647	4	2	1.5
3572	Schwarzwasserbrücke=>Lanzenhäusern	-0.6851	0.1631	4	2	0.8333
3573	Schwarzwasserbrücke=>Mittelhäusern	-0.6822	0.1616	4	2	0.8333
3574	Schwerzenbach ZH=>Dübendorf	0.5809	0.0436	1	2	0.8273
3575	Schwerzenbach ZH=>Nänikon-Greifensee	0.5876	0.0391	1	2	1.3455
3576	Schwyz=>Arth-Goldau	0.2795	-0.1538	8	2	0.2459
3577	Schwyz=>Brunnen	0.2857	-0.2056	8	2	0.6464
3578	Schwyz=>Steinen	0.2819	-0.1768	8	2	1.121
3579	Schwäbis	-0.5744	0.0251	4	5	2.2892
3580	Schwäbis=>Steffisburg	-0.5694	0.0293	4	2	1.46
3581	Schwäbis=>Thun	-0.5791	0.0204	4	2	0.7688
3582	Schänis=>Benken SG	0.8398	-0.021	1	2	0.5801
3583	Schänis=>Uznach	0.8373	-0.0227	1	2	0.4134
3584	Schänis=>Ziegelbrücke	0.8521	-0.0114	1	2	0.8398
3585	Schöfflisdorf-Oberweningen=>Niederweningen Dorf	0.6011	0.1512	1	2	1.0133
3586	Schöfflisdorf-Oberweningen=>Steinmaur	0.5988	0.1476	1	2	0.9933
3587	Schönbühl RBS	-0.5632	0.2384	4	3	2.5
3588	Schönbühl RBS=>Urtenen	-0.5593	0.2435	4	2	1.5
3589	Schönbühl SBB=>Hindelbank	-0.5387	0.2036	4	2	0.807
3590	Schönbühl SBB=>Zollikofen	-0.5603	0.2094	4	2	0.8489
3591	Schönbühl Shoppyland=>Moosseedorf	-0.5696	0.2296	4	2	1.5
3592	Schönenwerd SO=>Aarau	0.0389	0.2157	5	2	0.6252
3593	Schönenwerd SO=>Däniken	-0.0105	0.2256	5	2	1.0594
3594	Schönried=>Gruben	-0.9668	-0.3641	2	2	0.7503
3595	Schönried=>Gstaad	-0.9804	-0.3671	2	2	0.2705
3596	Schönried=>Saanenmöser	-0.9497	-0.3596	2	2	0.7127
3597	Schübelbach-Buttikon=>Reichenburg	0.7952	-0.0077	10	2	0.9828
3598	Schübelbach-Buttikon=>Siebnen-Wangen	0.7724	-0.0117	10	2	0.8506
3599	Schüpfen=>Lyss	-0.6494	0.2924	7	2	0.2659
3600	Schüpfen=>Münchenbuchsee	-0.616	0.2561	7	2	0.7949
3601	Schüpfen=>Suberg-Grossaffoltern	-0.632	0.2736	7	2	0.9066
3602	Schüpfheim=>Entlebuch	-0.2199	0.0699	4	2	0.3656
3603	Schüpfheim=>Escholzmatt	-0.268	0.0763	4	2	0.4412
3604	Schüpfheim=>Hasle LU	-0.2281	0.0707	4	2	0.4694
3605	Sedrun=>Bugnei	0.6986	-0.3275	13	2	1.2449
3606	Sedrun=>Rueras	0.6604	-0.3406	13	2	1.2449
3607	Seewis-Pardisla=>Grüsch	1.2348	0.0303	3	2	1.4444
3608	Seewis-Pardisla=>Malans	1.2276	0.0263	3	2	0.7147
3609	Seftigen=>Burgistein	-0.6156	0.0567	4	2	1.0187
3610	Seftigen=>Uetendorf	-0.6093	0.0426	4	2	0.6791
3611	Uetendorf	-0.6062	0.0368	4	4	1.3457
3612	Segnas=>Acla da Fontauna	0.7624	-0.2986	13	2	0.8333
3613	Segnas=>Mumpé Tujetsch	0.7428	-0.3086	13	2	1
3614	Selzach=>Bellach	-0.5084	0.3715	7	2	1.2812
3615	Selzach=>Bettlach	-0.5327	0.3725	7	2	1.2891
3616	Sembrancher=>Bovernier	-0.8646	-0.4878	2	2	0.4094
3617	Sembrancher=>Etiez	-0.8648	-0.4957	2	2	0.7094
3618	Sembrancher=>La Douay	-0.8629	-0.4955	2	2	0.41
3619	Sembrancher=>Le Châble	-0.8651	-0.4978	2	2	0.1629
3620	Sembrancher=>Martigny	-0.8623	-0.4577	2	2	0.0814
3621	Sembrancher=>Martigny-Expo	-0.8636	-0.4687	2	2	0.11
3622	Sembrancher=>Orsières	-0.862	-0.496	2	2	0.195
3623	Sempach-Neuenkirch=>Emmenbrücke	-0.0035	0.0731	12	2	0.2805
3624	Sempach-Neuenkirch=>Nottwil	-0.0232	0.0923	12	2	0.7899
3625	Sempach-Neuenkirch=>Rothenburg	-0.0106	0.0818	12	2	0.6188
3626	Sempach-Neuenkirch=>Sursee	-0.0321	0.1016	12	2	0.3377
3627	Semsales=>Châtel-St-Denis	-1.1743	-0.1956	14	2	0.625
3628	Semsales=>La Verrerie	-1.1722	-0.194	14	2	0.8333
3629	Sendy-Sollard=>Chamby	-1.0854	-0.3272	2	2	0.8933
3630	Sendy-Sollard=>Les Avants	-1.0926	-0.3304	2	2	0.715
3631	Sennhof-Kyburg=>Kollbrunn	0.748	-0.0422	1	2	1.3046
3632	Sennhof-Kyburg=>Winterthur Seen	0.7491	-0.038	1	2	0.813
3633	Winterthur Seen	0.7494	-0.0338	1	4	1.4908
3634	Seon=>Hallwil	0.1356	0.1527	12	2	0.6288
3635	Seon=>Lenzburg	0.1519	0.1621	12	2	0.3562
3636	Seuzach=>Dinhard	0.7807	-0.0852	9	2	0.6552
3637	Seuzach=>Reutlingen	0.7717	-0.0736	9	2	1.2371
3638	Sevelen=>Buchs SG	1.0786	-0.0285	9	2	0.7365
3639	Sevelen=>Sargans	1.0758	-0.0206	9	2	0.6253
3640	Siebnen-Wangen=>Lachen	0.7184	-0.0207	10	2	0.7525
3641	Siebnen-Wangen=>Pfäffikon SZ	0.6785	-0.0252	10	2	0.2558
3642	Siebnen-Wangen=>Schübelbach-Buttikon	0.7841	-0.0092	10	2	1.0693
3643	Siebnen-Wangen=>Ziegelbrücke	0.7803	-0.0124	10	2	0.4311
3644	Siegershausen=>Berg	0.9522	-0.2119	9	2	1
3645	Siegershausen=>Lengwil	0.9561	-0.2187	9	2	0.8889
3646	Sierre/Siders=>Leuk	-0.6677	-0.3923	2	2	0.2174
3647	Sierre/Siders=>Salgesch	-0.682	-0.3969	2	2	0.6239
3648	Sierre/Siders=>Sion	-0.7355	-0.4096	2	2	0.2239
3649	Sierre/Siders=>St-Léonard	-0.7245	-0.4076	2	2	0.3633
3650	Sierre/Siders=>Visp	-0.6405	-0.3807	2	2	0.1275
3651	St-Léonard	-0.7358	-0.4103	2	4	1.743
3652	Siggenthal-Würenlingen=>Döttingen	0.3284	0.1986	5	2	0.7255
3653	Siggenthal-Würenlingen=>Turgi	0.3039	0.1944	5	2	0.8506
3654	Signau=>Bowil	-0.4651	0.0977	4	2	0.839
3655	Signau=>Emmenmatt	-0.4477	0.0973	4	2	0.8273
3656	Sins=>Muri AG	0.2077	0.0756	5	2	0.2889
3657	Sins=>Mühlau	0.2101	0.0636	5	2	0.7778
3658	Sins=>Oberrüti	0.2147	0.0433	5	2	1.4
3659	Sion=>Brig	-0.6433	-0.3715	2	2	0.0489
3660	Sion=>Châteauneuf-Conthey	-0.7856	-0.4292	2	2	0.5888
3661	Sion=>Martigny	-0.8129	-0.4343	2	2	0.1773
3662	Sion=>Montreux	-0.9591	-0.3256	2	2	0.0417
3663	Sion=>Sierre/Siders	-0.7263	-0.4077	2	2	0.2064
3664	Sion=>St-Léonard	-0.7411	-0.4116	2	2	0.5843
3665	Sirnach=>Eschlikon	0.855	-0.078	1	2	0.7857
3666	Sirnach=>Wil	0.8649	-0.0836	1	2	0.7976
3667	Sisikon=>Brunnen	0.2886	-0.2333	8	2	0.7251
3668	Sisikon=>Flüelen	0.2904	-0.2446	8	2	0.6706
3669	Sissach=>Aarau	0.0173	0.2457	5	2	0.1149
3670	Sissach=>Diepflingen	-0.0581	0.2835	5	2	1.0623
3671	Sissach=>Gelterkinden	-0.059	0.2701	5	2	0.6834
3672	Sissach=>Itingen	-0.0448	0.29	5	2	1.1453
3673	Sissach=>Liestal	-0.0436	0.2951	5	2	0.3357
3674	Sitterdorf=>Bischofszell Nord	0.977	-0.1659	9	2	1.5
3675	Sitterdorf=>Bischofszell Stadt	0.9781	-0.1605	9	2	1.5
3676	Solothurn=>Biberist Ost	-0.4512	0.3189	7	2	0.316
3677	Solothurn=>Biberist RBS	-0.4789	0.3214	4	2	0.5906
3678	Solothurn=>Biel/Bienne	-0.5921	0.3589	7	2	0.1016
3679	Solothurn=>Grenchen Süd	-0.5374	0.3648	7	2	0.1986
3680	Solothurn=>Luterbach-Attisholz	-0.3955	0.3328	5	2	1.0698
3681	Solothurn=>Olten	-0.3015	0.2941	7	2	0.1299
3682	Solothurn West=>Langendorf	-0.4865	0.3791	7	2	0.799
3683	Solothurn West=>Solothurn	-0.4714	0.3532	7	2	0.8489
3684	Solothurn West=>Solothurn Allmend	-0.493	0.3692	7	2	1.2643
3685	Sommerau=>Diepflingen	-0.0604	0.2841	5	2	1.4444
3686	Sommerau=>Rümlingen	-0.0643	0.283	5	2	1.5556
3687	Sonceboz-Sombeval=>Biel/Bienne	-0.6665	0.4032	7	2	0.1862
3688	Sonceboz-Sombeval=>Corgémont	-0.6989	0.4412	7	2	1.1143
3689	Sonceboz-Sombeval=>Courtelary	-0.7074	0.4407	7	2	0.2467
3690	Sonceboz-Sombeval=>La Heutte	-0.6764	0.4236	7	2	0.4476
3691	Sonceboz-Sombeval=>Tavannes	-0.6613	0.4417	7	2	0.3657
3692	Sonvilier=>Renan BE	-0.7634	0.4419	7	2	0.7667
3693	Sonvilier=>St-Imier	-0.756	0.4434	7	2	0.7532
3694	Sonzier=>Chamby	-1.0754	-0.3231	2	2	1.2257
3695	Sonzier=>Chernex	-1.0669	-0.3192	2	2	0.769
3696	Sorvilier=>Court	-0.5757	0.4606	7	2	0.8333
3697	Sorvilier=>Malleray-Bévilard	-0.5904	0.4621	7	2	0.8333
3698	Spiez=>Frutigen	-0.613	-0.2365	2	2	0.1027
3699	Spiez=>Interlaken West	-0.5871	-0.1774	2	2	0.1379
3700	Spiez=>Lattigen bei Spiez	-0.6471	-0.2004	2	2	0.578
3701	Spiez=>Leissigen	-0.5911	-0.1784	2	2	0.1886
3702	Spiez=>Mülenen	-0.6151	-0.2033	2	2	0.3159
3703	Spiez=>Thun	-0.6043	-0.1002	2	2	0.3081
3704	Spiez=>Visp	-0.6074	-0.2483	2	2	0.1065
3705	Spiez=>Wimmis	-0.6692	-0.2148	2	2	0.222
3706	Spinas=>Bever	1.459	0.1697	3	2	0.4154
3707	Spinas=>Preda	1.4539	0.1658	3	2	0.5077
3708	Spinas=>Samedan	1.4598	0.1736	3	2	0.359
3709	St-Blaise CFF=>Cornaux	-0.8226	0.3369	7	2	0.7708
3710	St-Blaise CFF=>Neuchâtel	-0.8546	0.3123	7	2	0.5732
3711	St-Blaise-Lac=>Ins	-0.8402	0.2589	11	2	0.1798
3712	St-Blaise-Lac=>Marin-Epagnier	-0.8573	0.2785	11	2	0.8333
3713	St-Blaise-Lac=>Neuchâtel	-0.8626	0.2862	11	2	0.6682
3714	St-Gingolph=>Bouveret	-0.9265	-0.5197	2	2	1.2535
3715	St-Imier=>Courtelary	-0.728	0.4448	7	2	0.3542
3716	St-Imier=>La Chaux-de-Fonds	-0.7646	0.4368	7	2	0.1687
3717	St-Imier=>Sonvilier	-0.7573	0.4431	7	2	0.6389
3718	St-Imier=>Villeret	-0.7388	0.4467	7	2	1.1389
3719	St-Léonard=>Sierre/Siders	-0.727	-0.4082	2	2	0.6708
3720	St-Léonard=>Sion	-0.7455	-0.4125	2	2	0.6939
3721	St-Maurice=>Aigle	-0.9308	-0.3943	2	2	0.1647
3722	St-Maurice=>Bex	-0.9116	-0.4192	2	2	0.3861
3723	St-Maurice=>Evionnaz	-0.886	-0.4515	2	2	0.311
3724	St-Maurice=>Martigny	-0.8706	-0.4516	2	2	0.1426
3725	St-Maurice=>Massongex	-0.9118	-0.4712	2	2	0.5741
3726	St-Prex=>Etoy	-1.1978	-0.0052	6	2	1.4006
3727	St-Prex=>Morges	-1.1879	-0.0046	6	2	0.8211
3728	St-Saphorin=>Vevey	-1.0819	-0.1686	6	2	0.7237
3729	St-Triphon-Gare=>Villy	-0.8055	-0.4675	15	2	1.4776
3730	St-Triphon-Village=>Aigle-Hôpital	-0.9003	-0.41	15	2	1.0139
3731	St-Triphon-Village=>Ollon	-0.8697	-0.4303	15	2	0.9541
3732	St-Ursanne=>Courgenay	-0.3874	0.5818	7	2	0.6875
3733	St-Ursanne=>Glovelier	-0.3869	0.5708	7	2	0.761
3734	St. Erhard-Knutwil	-0.0523	0.1216	12	4	2.5
3735	St. Erhard-Knutwil=>Sursee	-0.0491	0.118	12	2	0.7705
3736	St. Erhard-Knutwil=>Wauwil	-0.0545	0.1245	12	2	0.9884
3737	St. Gallen=>Gossau SG	0.9694	-0.1254	1	2	0.1852
3738	St. Gallen=>Herisau	0.9598	-0.1059	1	2	0.163
3739	St. Gallen=>Romanshorn	1.0106	-0.1813	9	2	0.0751
3740	St. Gallen=>Rorschach	1.0409	-0.1351	9	2	0.0975
3741	St. Gallen=>St. Gallen Bruggen	0.98	-0.1265	1	2	0.5325
3742	St. Gallen=>St. Gallen Haggen	0.9705	-0.1132	1	2	0.5563
3743	St. Gallen=>St. Gallen St. Fiden	1.0121	-0.1386	9	2	0.6242
3744	St. Gallen=>St. Gallen Winkeln	0.9768	-0.1258	1	2	0.366
