PID,ISB,Strecke_Nummer,Strecke_Bezeichnung,Strecke_Art,BP_Von_Abschnitt,BP_Von_Abschnitt_Bezeichnung,BP_Bis_Abschnitt,BP_Bis_Abschnitt_Bezeichnung,Anzahl_Zuege,gdname,gd_ident,didok,KOORDZ,KOORDY,KOORDX,Reiner Betriebspunkt,TU Nummer,Bedienpunkt Cargo,land,Haltestelle,Gde Nummer,gdnr,TU Abkuerzung,Tarifhaltestelle,geopos_von,geopos_bis
SBB_LB_GEXI,SBB,35,Olten Ost - Heitersberg - Killwangen,STRECKE,LB,Lenzburg,GEXI,Gexi,180740,Lenzburg,Ident,2119,406.3,655247.31,249186.47,None,11,*,Switzerland,*,4201,4201,SBB CFF FFS,None,"8.17036968258, 47.3911887102","8.19262959199, 47.3925188913"
SBB_OTH_MAEG,SBB,35,Olten Ost - Heitersberg - Killwangen,STRECKE,OTH,Othmarsingen,MAEG,Mägenwil,136878,Othmarsingen,Ident,2105,419.3,658582.33,251023.1,None,11,*,Switzerland,*,4205,4205,SBB CFF FFS,None,"8.21477937034, 47.4074188664","8.23512909312, 47.414499108"
SBB_ROHS_RU,SBB,35,Olten Ost - Heitersberg - Killwangen,STRECKE,ROHS,Rohr (Spw),RU,Rupperswil,213778,Buchs (AG),Ident,18136,384,648782.48,249761.23,*,11,None,Switzerland,None,4003,4003,SBB CFF FFS,None,"8.08481049155, 47.3968682659","8.12694005204, 47.4032782294"
SBB_HOBK_SBAD,SBB,36,Rupperswil - Brugg,STRECKE,HOBK,Holderbank AG,SBAD,Schinznach Bad,50887,Holderbank (AG),Ident,2128,354.7,654923.31,253346.3,None,11,None,Switzerland,*,4199,4199,SBB CFF FFS,None,"8.16658946798, 47.4286283608","8.16691921002, 47.4517683111"
SBB_DAET_BDO,SBB,37,Wettingen - Dättwil - Gruemet,STRECKE,DAET,Dättwil,BDO,Baden Oberstadt,1084,Baden,Ident,2108,431.8,664277.1,255781.14,*,11,None,Switzerland,None,4021,4021,SBB CFF FFS,None,"8.2909079164, 47.4496795988","8.30426822719, 47.4696194009"
SBB_EBR_FMUE,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,EBR,Emmenbrücke,FMUE,Fluhmühle (Abzw),110697,Emmen,Ident,2021,437.8,664099.17,213630.13,None,11,*,Switzerland,*,1024,1024,SBB CFF FFS,None,"8.28254000851, 47.0705902133","8.28682009777, 47.056590386"
SBB_NEB_WAU,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,NEB,Nebikon,WAU,Wauwil,69894,Nebikon,Ident,2005,487,640833.03,226964.43,None,11,*,Switzerland,*,1137,1137,SBB CFF FFS,None,"7.97744208023, 47.1923685183","8.01900278508, 47.1838484715"
SBB_KK_OEF,SBB,39,Zofingen - Suhr - Lenzburg,STRECKE,KK,Kölliken,OEF,Oberentfelden,23943,Kölliken,Ident,2101,428.3,644425.68,243102.58,None,11,*,Switzerland,*,4276,4276,SBB CFF FFS,None,"8.02644124501, 47.3372882559","8.0483707423, 47.3564783569"
SBB_BW_MO,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,BW,Beinwil am See,MO,Mosen,25395,Beinwil am See,Ident,2034,519.8,657785.32,235427.02,None,11,*,Switzerland,*,4131,4131,SBB CFF FFS,None,"8.2022106441, 47.2672192202","8.22414075033, 47.2442794608"
SBB_MO_ESEE,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,MO,Mosen,ESEE,Ermensee,25395,Hitzkirch,Ident,2029,458.4,659470.38,232893.12,None,11,None,Switzerland,*,1030,1030,SBB CFF FFS,None,"8.22414075033, 47.2442794608","8.24229039592, 47.2296898087"
SBB_SE_HD,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,SE,Seon,HD,Hallwil,22932,Seon,Ident,2030,445.8,654418.24,244169.87,None,11,*,Switzerland,*,4209,4209,SBB CFF FFS,None,"8.15877987784, 47.3461389162","8.17592999568, 47.3286289207"
SBB_HDK_DOT,SBB,41,Gexi - Hendschiken - Arth-Goldau,STRECKE,HDK,Hendschiken,DOT,Dottikon-Dintikon,48987,Hendschiken,Ident,2211,419,658042.66,249016.41,None,11,*,Switzerland,*,4198,4198,SBB CFF FFS,None,"8.20736941693, 47.3894189473","8.23467948396, 47.3736393447"
SBB_OI_RKNW,SBB,41,Gexi - Hendschiken - Arth-Goldau,STRECKE,OI,Oberrüti,RKNW,Rotkreuz Nordwest,29510,Oberrüti,Ident,2219,402.7,673251.51,224334.71,None,11,*,Switzerland,*,4237,4237,SBB CFF FFS,None,"8.4047602302, 47.1659208881","8.41999052932, 47.1404510531"
SBB_BURN_LBD,SBB,42,Fluhmühle - Rotkreuz,STRECKE,BURN,Buchrain,LBD,Root D4,71975,Ebikon,Ident,16350,418.3,669696.47,216255.75,None,11,None,Switzerland,*,1054,1054,SBB CFF FFS,None,"8.35663012581, 47.093640945","8.37379034927, 47.1048510055"
SBB_FMUE_ROTS,SBB,42,Fluhmühle - Rotkreuz,STRECKE,FMUE,Fluhmühle (Abzw),ROTS,Rotsee (Verzw),70448,Luzern,Ident,5043,436.7,664441.07,212077.32,*,11,None,Switzerland,None,1061,1061,SBB CFF FFS,None,"8.28682009777, 47.056590386","8.3199498776, 47.0740604389"
SBB_GTS_LZVH,SBB,43,Gütsch - Küssnacht - Immensee,STRECKE,GTS,Gütsch (Abzw),LZVH,Luzern Verkehrshaus,26377,Luzern,Ident,5041,439.5,665226.61,211531.08,*,11,None,Switzerland,None,1061,1061,SBB CFF FFS,None,"8.29708011656, 47.051600435","8.33726998245, 47.0539205719"
SBB_LZVH_MEGZ,SBB,43,Gütsch - Küssnacht - Immensee,STRECKE,LZVH,Luzern Verkehrshaus,MEGZ,Meggen Zentrum,26586,Luzern,Ident,17336,439.5,668277.23,211823.18,None,11,*,Switzerland,*,1061,1061,SBB CFF FFS,None,"8.33726998245, 47.0539205719","8.37411005489, 47.0450405669"
SBB_MERL_KUE,SBB,43,Gütsch - Küssnacht - Immensee,STRECKE,MERL,Merlischachen,KUE,Küssnacht am Rigi,26574,Küssnacht (SZ),Ident,5011,465,673710.28,213414.44,None,11,None,Switzerland,*,1331,1331,SBB CFF FFS,None,"8.40902964435, 47.0676510282","8.43348030628, 47.0835910642"
SBB_WCHN_ZGO,SBB,44,Zug - Walchwil - Arth-Goldau,STRECKE,WCHN,Walchwil Nord,ZGO,Zug Oberwil,37638,Walchwil,Ident,19607,434.3,680774.27,218365.86,*,11,None,Switzerland,None,1710,1710,SBB CFF FFS,None,"8.50290044287, 47.1113612905","8.50991023489, 47.1476711197"
SBB_ZG_ZGPP,SBB,44,Zug - Walchwil - Arth-Goldau,STRECKE,ZG,Zug,ZGPP,Zug Postplatz,40666,Zug,Ident,2204,425,681619.58,225299.77,None,11,*,Switzerland,*,1711,1711,SBB CFF FFS,None,"8.51529011357, 47.173621036","8.51691019621, 47.1682711121"
SBB_ERNA_RYAB,SBB,45,Arth-Goldau - Erstfeld,STRECKE,ERNA,Erstfeld Nord (Abzw),RYAB,Rynächt (Abzw),26209,Erstfeld,Ident,16699,467.3,692248.2,186816.32,*,11,None,Switzerland,None,1206,1206,SBB CFF FFS,None,"8.64765229151, 46.8261036261","8.64289248644, 46.843403475"
SBB_GD_STNS,SBB,45,Arth-Goldau - Erstfeld,STRECKE,GD,Arth-Goldau,STNS,Steinen (Spw),61174,Arth,Ident,5004,509.7,684407.31,211499.48,None,11,*,Switzerland,*,1362,1362,SBB CFF FFS,None,"8.54948198675, 47.0491516309","8.6000817669, 47.050451217"
SBB_GRUO_FL,SBB,45,Arth-Goldau - Erstfeld,STRECKE,GRUO,Gruonbach (Spw),FL,Flüelen,46112,Flüelen,Ident,5140,450.6,690284.38,196688.16,*,11,None,Switzerland,None,1207,1207,SBB CFF FFS,None,"8.62387227376, 46.915162866","8.62428235233, 46.9017229681"
SBB_RYAB_RYUE,SBB,45,Arth-Goldau - Erstfeld,STRECKE,RYAB,Rynächt (Abzw),RYUE,Rynächt Ueberholgleisanlage,45835,Erstfeld,Ident,16251,457,691855.54,188733.71,None,11,*,Switzerland,None,1206,1206,SBB CFF FFS,None,"8.64289248644, 46.843403475","8.6410825767, 46.8476234722"
SBB_RYUE_RYN,SBB,45,Arth-Goldau - Erstfeld,STRECKE,RYUE,Rynächt Ueberholgleisanlage,RYN,Rynächt Nord,45822,Schattdorf,Ident,15711,455.9,691710.31,189200.67,None,11,*,Switzerland,None,1213,1213,SBB CFF FFS,None,"8.6410825767, 46.8476234722","8.63545268679, 46.8633433923"
SBB_SCOE_SCOO,SBB,35,Olten Ost - Heitersberg - Killwangen,STRECKE,SCOE,Schönenwerd SO,SCOO,Schönenwerd SO Ost (Spw),150838,Schönenwerd,Ident,2112,379,642411.68,246882.53,None,11,None,Switzerland,*,2583,2583,SBB CFF FFS,None,"8.00015166801, 47.3714179551","8.00889149031, 47.3778479717"
SBB_WI_HOBK,SBB,36,Rupperswil - Brugg,STRECKE,WI,Wildegg,HOBK,Holderbank AG,50887,Möriken-Wildegg,Ident,2115,353.6,654665.43,251858.44,None,11,*,Switzerland,*,4203,4203,SBB CFF FFS,None,"8.16298971465, 47.4152683873","8.16658946798, 47.4286283608"
SBB_GMT_MEL,SBB,37,Wettingen - Dättwil - Gruemet,STRECKE,GMT,Gruemet (Abzw),MEL,Mellingen,825,Mellingen,Ident,2131,395.8,662626.07,253220.49,*,11,None,Switzerland,None,4033,4033,SBB CFF FFS,None,"8.26865867143, 47.4268093683","8.27374857563, 47.4298094011"
SBB_ABOS_ZF,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,ABOS,Aarburg-Oftringen Süd (Abzw),ZF,Zofingen,72290,Aarburg,div,2013,413.5,636162.47,240406.98,*,11,None,Switzerland,None,4280,4271,SBB CFF FFS,None,"7.9168930565, 47.3135479201","7.94309306011, 47.2880381226"
SBB_DAG_NEBN,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,DAG,Dagmersellen,NEBN,Nebikon Nord (Abzw),69890,Dagmersellen,Ident,2004,472.6,640932.8,229764.6,None,11,*,Switzerland,*,1125,1125,SBB CFF FFS,None,"7.97901277389, 47.2175484018","7.973302422, 47.2034784337"
SBB_FMUE_GTS,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,FMUE,Fluhmühle (Abzw),GTS,Gütsch (Abzw),211684,Luzern,Ident,5043,436.7,664441.07,212077.32,*,11,None,Switzerland,None,1061,1061,SBB CFF FFS,None,"8.28682009777, 47.056590386","8.29708011656, 47.051600435"
SBB_NO_SEM,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,NO,Nottwil,SEM,Sempach-Neuenkirch,82311,Nottwil,Ident,2008,507.5,653097.43,221105.4,None,11,None,Switzerland,*,1094,1094,SBB CFF FFS,None,"8.13858047415, 47.1387993661","8.19596012378, 47.1160501576"
SBB_HU_LB,SBB,39,Zofingen - Suhr - Lenzburg,STRECKE,HU,Hunzenschwil,LB,Lenzburg,24034,Hunzenschwil,Ident,2104,399.2,651875.38,248832.42,None,11,*,Switzerland,*,4200,4200,SBB CFF FFS,None,"8.12567016106, 47.388278474","8.17036968258, 47.3911887102"
SBB_KKO_KK,SBB,39,Zofingen - Suhr - Lenzburg,STRECKE,KKO,Kölliken Oberdorf,KK,Kölliken,23949,Kölliken,Ident,2122,444,643878.32,241695.38,None,11,None,Switzerland,*,4276,4276,SBB CFF FFS,None,"8.01906154272, 47.3246683393","8.02644124501, 47.3372882559"
SBB_KSMD_KKO,SBB,39,Zofingen - Suhr - Lenzburg,STRECKE,KSMD,Kölliken Sondermülldeponie,KKO,Kölliken Oberdorf,23949,Safenwil,div,17174,452,643232.76,241585.01,None,11,*,Switzerland,None,4276,4283,SBB CFF FFS,None,"8.01051155891, 47.3237182534","8.01906154272, 47.3246683393"
SBB_BLGK_HO,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,BLGK,Baldegg Kloster,HO,Hochdorf,25474,Hochdorf,Ident,16353,480.4,663818.38,225858.16,None,11,None,Switzerland,*,1031,1031,SBB CFF FFS,None,"8.28057026798, 47.1806003314","8.28868044051, 47.1669703618"
SBB_BONI_BWL,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,BONI,Boniswil,BWL,Birrwil,22931,Boniswil,Ident,2032,481.8,656397.61,240729.39,None,11,*,Switzerland,*,4192,4192,SBB CFF FFS,None,"8.18454009002, 47.3150290615","8.19899045221, 47.2878392525"
SBB_HO_HOSA,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,HO,Hochdorf,HOSA,Hochdorf Schönau,28783,Hochdorf,Ident,2024,482.9,664449.51,224349.55,None,11,*,Switzerland,*,1031,1031,SBB CFF FFS,None,"8.28868044051, 47.1669703618","8.29820048262, 47.1646503754"
SBB_RKSO_BRGL,SBB,41,Gexi - Hendschiken - Arth-Goldau,STRECKE,RKSO,Rotkreuz Südost,BRGL,Brüglen (Spw),18018,Risch,Ident,18790,436.3,676319.93,222114.02,*,11,None,Switzerland,None,1707,1707,SBB CFF FFS,None,"8.44485046777, 47.145601015","8.44953055041, 47.1336010852"
SBB_WALS_BOSP,SBB,41,Gexi - Hendschiken - Arth-Goldau,STRECKE,WALS,Waltenschwil,BOSP,Boswil (Spw),48425,Waltenschwil,Ident,15540,431.6,664906.01,242155.12,None,11,*,Switzerland,None,4240,4240,SBB CFF FFS,None,"8.29726988679, 47.3270698377","8.30691000881, 47.3137598589"
SBB_LBD_GSK,SBB,42,Fluhmühle - Rotkreuz,STRECKE,LBD,Root D4,GSK,Gisikon-Root,71974,Root,Ident,15997,417.4,670984.4,217517.31,None,11,None,Switzerland,*,1065,1065,SBB CFF FFS,None,"8.37379034927, 47.1048510055","8.39477039841, 47.1213210596"
SBB_DENB_LTD,SBB,102,Lausanne Triage,KNOTEN,DENB,Denges B (bif),LTD,Lausanne-Triage D,121437,Denges,Ident,15323,394.9,531390.27,153666.41,None,11,*,Switzerland,None,5632,5632,SBB CFF FFS,None,"6.54435612724, 46.5307647794","6.54763611638, 46.5324247365"
SBB_LECR_LTN,SBB,102,Lausanne Triage,KNOTEN,LECR,Lécheires (bif),LTN,Lausanne-Triage Nord,121852,Echandens,Ident,1148,398.6,531896.29,154107.57,*,11,None,Switzerland,None,5633,5633,SBB CFF FFS,None,"6.55088603411, 46.534784804","6.55602580028, 46.5390248438"
SBB_LTB_LTC,SBB,102,Lausanne Triage,KNOTEN,LTB,Lausanne-Triage B,LTC,Lausanne-Triage C,189,Denges,Ident,15339,397.1,531000.18,153370.71,*,11,None,Switzerland,None,5632,5632,SBB CFF FFS,None,"6.53931625181, 46.5280647761","6.54508609966, 46.5308347625"
SBB_LTC_LTD,SBB,102,Lausanne Triage,KNOTEN,LTC,Lausanne-Triage C,LTD,Lausanne-Triage D,97,Denges,div,15340,395.7,531446.36,153673.55,*,11,None,Switzerland,None,5633,5632,SBB CFF FFS,None,"6.54508609966, 46.5308347625","6.54763611638, 46.5324247365"
SBB_LTN_ARCY,SBB,102,Lausanne Triage,KNOTEN,LTN,Lausanne-Triage Nord,ARCY,Archy (bif),109118,Ecublens (VD),Ident,1142,399.8,532295.88,154574.43,*,11,None,Switzerland,None,5635,5635,SBB CFF FFS,None,"6.55602580028, 46.5390248438","6.55879576651, 46.5422348602"
SBB_LTO_LTP,SBB,102,Lausanne Triage,KNOTEN,LTO,Lausanne-Triage Ouest,LTP,Lausanne-Triage P1,85,Lonay,Ident,18430,391.9,529788.3,152950.05,*,11,None,Switzerland,None,5638,5638,SBB CFF FFS,None,"6.52358642607, 46.5241546726","6.52811641082, 46.525734774"
SBB_BN_BWYW,SBB,103,Bern,KNOTEN,BN,Bern,BWYW,Bern Wyler West (Spw),320735,Bern,Ident,7000,540.1,600037.04,199748.38,None,11,*,Switzerland,*,351,351,SBB CFF FFS,None,"7.43911953123, 46.94881892","7.4494393583, 46.963848695"
SBB_BI_BIRW,SBB,104,Biel/Bienne,KNOTEN,BI,Biel/Bienne,BIRW,Biel/Bienne RB West,380,Biel/Bienne,Ident,4300,436.7,585151.73,220230.21,None,11,*,Switzerland,*,371,371,SBB CFF FFS,None,"7.24291810092, 47.1328849638","7.26100776881, 47.1386647382"
SBB_OLN_OL,SBB,105,Olten,KNOTEN,OLN,Olten Nord (Abzw),OL,Olten,61926,Olten,Ident,243,396.3,636214.54,246123.19,*,11,None,Switzerland,None,2581,2581,SBB CFF FFS,None,"7.9180430404, 47.3649577269","7.90768306001, 47.351927754"
SBB_OLN_OLRB,SBB,105,Olten,KNOTEN,OLN,Olten Nord (Abzw),OLRB,Olten RB,665,Olten,Ident,243,396.3,636214.54,246123.19,*,11,None,Switzerland,None,2581,2581,SBB CFF FFS,None,"7.9180430404, 47.3649577269","7.91518311289, 47.3625077674"
SBB_OLVL_OLO,SBB,105,Olten,KNOTEN,OLVL,Olten VL,OLO,Olten Ost (Abzw),33428,Olten,Ident,245,396.9,636550.14,245599.35,*,11,None,Switzerland,None,2581,2581,SBB CFF FFS,None,"7.92244297984, 47.3602277403","7.92562292884, 47.3586277639"
SBB_GELL_BSNO,SBB,106,Basel SBB PB / GB,KNOTEN,GELL,Gellert,BSNO,Basel SBB Nordost (Abzw),52449,Basel,Ident,45,265.5,613310.7,266513.21,*,11,None,Switzerland,None,2701,2701,SBB CFF FFS,None,"7.61544339108, 47.5492043439","7.60332381208, 47.5448845099"
SBB_BRBA_MU,SBB,107,Basel SBB RB,KNOTEN,BRBA,Basel SBB RB Gr A,MU,Muttenz,14695,Muttenz,Ident,42,279.3,614930.03,265271.77,*,11,None,Switzerland,None,2770,2770,SBB CFF FFS,None,"7.63691320452, 47.5380045011","7.64788310409, 47.5335746271"
SBB_BRBF_BRBA,SBB,107,Basel SBB RB,KNOTEN,BRBF,Basel SBB RB Gr F,BRBA,Basel SBB RB Gr A,13,Muttenz,Ident,153,278,616294.17,264785.04,*,11,None,Switzerland,None,2770,2770,SBB CFF FFS,None,"7.65501296222, 47.5335946763","7.63691320452, 47.5380045011"
SBB_BSJA_BSNK,SBB,107,Basel SBB RB,KNOTEN,BSJA,Basel St. Jakob,BSNK,Basel SBB RB Nordkopf (Abzw),17639,Basel,Ident,38,276,613619.52,265778.97,None,11,None,Switzerland,*,2701,2701,SBB CFF FFS,None,"7.61952339943, 47.542594486","7.63236321552, 47.5396344686"
SBB_KLW_RBLK,SBB,112,RB Limmattal inkl. Zürich Mülligen,KNOTEN,KLW,Killwangen-Spreitenbach,RBLK,RBL Kopf Killwangen,267,Killwangen,Ident,3506,393.2,669069.76,254017.16,None,11,*,Switzerland,*,4030,4030,SBB CFF FFS,None,"8.35417789928, 47.433329807","8.3642780335, 47.42938987"
SBB_KLW_RBLN,SBB,112,RB Limmattal inkl. Zürich Mülligen,KNOTEN,KLW,Killwangen-Spreitenbach,RBLN,RBL Nord (Abzw),43,Killwangen,Ident,3506,393.2,669069.76,254017.16,None,11,*,Switzerland,*,4030,4030,SBB CFF FFS,None,"8.35417789928, 47.433329807","8.36958801367, 47.4279097992"
SBB_RBLK_RBLT,SBB,112,RB Limmattal inkl. Zürich Mülligen,KNOTEN,RBLK,RBL Kopf Killwangen,RBLT,RBL Tivoli,108,Spreitenbach,Ident,3041,396,669836.85,253588.07,*,11,None,Switzerland,None,4040,4040,SBB CFF FFS,None,"8.3642780335, 47.42938987","8.37246802409, 47.4252497692"
SBB_RBLK_RBLU,SBB,112,RB Limmattal inkl. Zürich Mülligen,KNOTEN,RBLK,RBL Kopf Killwangen,RBLU,RBL U-Gruppe,152,Spreitenbach,Ident,3041,396,669836.85,253588.07,*,11,None,Switzerland,None,4040,4040,SBB CFF FFS,None,"8.3642780335, 47.42938987","8.37686804685, 47.4250797723"
SBB_RBLR_RBLT,SBB,112,RB Limmattal inkl. Zürich Mülligen,KNOTEN,RBLR,RBL R-Gruppe,RBLT,RBL Tivoli,3,Spreitenbach,Ident,3549,388.9,671377.15,252562.34,*,11,None,Switzerland,None,4040,4040,SBB CFF FFS,None,"8.38452815089, 47.4199998132","8.37246802409, 47.4252497692"
SBB_ZUE_ZLST,SBB,113,Zürich PB,KNOTEN,ZUE,Zürich HB,ZLST,Zürich Langstrasse,737155,Zürich,Ident,3000,407.9,683186.99,248065.38,None,11,*,Switzerland,*,261,261,SBB CFF FFS,None,"8.54017872257, 47.3781711272","8.52886865859, 47.38126102"
SBB_ZUE_ZWEH,SBB,113,Zürich PB,KNOTEN,ZUE,Zürich HB,ZWEH,Zürich Wehntalerstrasse (Spw),148666,Zürich,Ident,3000,407.9,683186.99,248065.38,None,11,*,Switzerland,*,261,261,SBB CFF FFS,None,"8.54017872257, 47.3781711272","8.53523837552, 47.4025709876"
SBB_SH_SHSU,SBB,129,Schaffhausen,KNOTEN,SH,Schaffhausen,SHSU,Schaffhausen Süd,97629,Schaffhausen,Ident,3424,403.8,689632.26,283756.1,None,11,*,Switzerland,*,2939,2939,SBB CFF FFS,None,"8.63270532939, 47.6982826066","8.62758535216, 47.6936625795"
SBB_AA_AAGB,SBB,132,Aarau,KNOTEN,AA,Aarau,AAGB,Aarau GB,214262,Aarau,Ident,2113,383.6,646253.81,249127.2,None,11,*,Switzerland,*,4001,4001,SBB CFF FFS,None,"8.05125094365, 47.3913481551","8.06641065299, 47.3945181731"
STB_FLM_FLMD,STB,19,Flamatt - Laupen,STRECKE,FLM,Flamatt,FLMD,Flamatt Dorf,27897,Ueberstorf,div,4103,552.5,590925.55,193047.34,None,11,None,Switzerland,*,2309,2308,SBB CFF FFS,None,"7.31956978042, 46.8884786151","7.31051994755, 46.8898985591"
THURBO_AHAU_BERG,THURBO,80,Wil - Weinfelden - Tägermoos,STRECKE,AHAU,Altishausen,BERG,Berg,30692,Kemmental,Ident,6199,556.1,729770.76,272777.06,None,65,*,Switzerland,None,4666,4666,THURBO,None,"9.16406922414, 47.5928438439","9.17448942959, 47.5822537239"
THURBO_KHFW_WF,THURBO,80,Wil - Weinfelden - Tägermoos,STRECKE,KHFW,Kehlhof West,WF,Weinfelden,30516,Berg (TG),Ident,19190,462.3,728009.51,269968.16,*,11,None,Switzerland,None,4891,4891,SBB CFF FFS,None,"9.139849071, 47.5679336121","9.10632897933, 47.5662234221"
THURBO_LENG_SHAU,THURBO,80,Wil - Weinfelden - Tägermoos,STRECKE,LENG,Lengwil,SHAU,Siegershausen,30908,Lengwil,Ident,6196,508.5,731657.42,276462.45,None,65,*,Switzerland,*,4683,4683,THURBO,None,"9.19024012982, 47.6256043398","9.1682193493, 47.6109240691"
THURBO_WF_WFS,THURBO,80,Wil - Weinfelden - Tägermoos,STRECKE,WF,Weinfelden,WFS,Weinfelden Süd,18024,Weinfelden,Ident,6105,429.3,725491.7,269723.89,None,11,*,Switzerland,*,4946,4946,SBB CFF FFS,None,"9.10632897933, 47.5662234221","9.09507887299, 47.562703463"
THURBO_WFS_BNG,THURBO,80,Wil - Weinfelden - Tägermoos,STRECKE,WFS,Weinfelden Süd,BNG,Bussnang,17985,Weinfelden,Ident,6191,426.2,724653.54,269314.66,None,65,*,Switzerland,None,4946,4946,THURBO,None,"9.09507887299, 47.562703463","9.08412878591, 47.5560835655"
THURBO_WIL_WNOR,THURBO,131,Will,KNOTEN,WIL,Wil,WNOR,Wil Nord,17980,Wil (SG),Ident,6206,570.9,720810.03,258081.31,None,11,*,Switzerland,*,3427,3427,SBB CFF FFS,None,"9.04097050131, 47.462412203","9.02989061013, 47.4620122766"
SBB_LTB_LTAB,SBB,102,Lausanne Triage,KNOTEN,LTB,Lausanne-Triage B,LTAB,Lausanne-Triage A/B,10,Denges,Ident,15339,397.1,531000.18,153370.71,*,11,None,Switzerland,None,5632,5632,SBB CFF FFS,None,"6.53931625181, 46.5280647761","6.54397618299, 46.5297946948"
SBB_GEST_GEPR,SBB,127,Genève La Praille,KNOTEN,GEST,Genève-Stade,GEPR,Genève-La-Praille,16,Lancy,Ident,16174,385.8,498642.3,114767.35,None,11,None,Switzerland,*,6628,6628,SBB CFF FFS,None,"6.12606805855, 46.17672763","6.12567778323, 46.1831176896"
SBB_FUBI_JON,SBB,2,St-Jean / Furet - Lancy-Bâtie - Chêne-Bourg-Fr. - (Annemasse),STRECKE,FUBI,Furet (bif),JON,Jonction (Genève),2,Genève,Ident,1028,417.8,497887.14,118342.3,*,11,None,Switzerland,None,6621,6621,SBB CFF FFS,None,"6.11550880881, 46.2087676206","6.12084808769, 46.2018478104"
SBB_BRIT_REID,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,BRIT,Brittnau-Wikon,REID,Reiden,70320,Wikon,Ident,2002,444.1,639234.07,234768.46,None,11,*,Switzerland,*,1147,1147,SBB CFF FFS,None,"7.95702320137, 47.262658091","7.96875289483, 47.2414584296"
SBB_HUEB_GSAG,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,HUEB,Hübeli LU,GSAG,Emmenbrücke Gersag,111106,Emmen,Ident,15404,461,663793.99,215173.36,*,11,None,Switzerland,None,1024,1024,SBB CFF FFS,None,"8.27873986453, 47.0845001387","8.27678999794, 47.0783101215"
SBB_NEBN_NEB,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,NEBN,Nebikon Nord (Abzw),NEB,Nebikon,69890,Altishofen,Ident,16700,480.1,640510.91,228197.42,*,11,None,Switzerland,None,1123,1123,SBB CFF FFS,None,"7.973302422, 47.2034784337","7.97744208023, 47.1923685183"
SBB_RBGD_HUEB,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,RBGD,Rothenburg Dorf,HUEB,Hübeli LU,82334,Emmen,Ident,2012,484.6,663363.48,215880.31,None,11,None,Switzerland,*,1024,1024,SBB CFF FFS,None,"8.27316984324, 47.0909000512","8.27873986453, 47.0845001387"
SBB_STER_SS,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,STER,St. Erhard-Knutwil,SS,Sursee,69894,Knutwil,Ident,2010,516.1,648203.23,225652.08,None,11,None,Switzerland,*,1089,1089,SBB CFF FFS,None,"8.07455159409, 47.1800687883","8.09787148692, 47.1707887703"
SBB_WAU_STER,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,WAU,Wauwil,STER,St. Erhard-Knutwil,69894,Egolzwil,div,2006,504.5,643989.58,226039.67,None,11,*,Switzerland,*,1146,1127,SBB CFF FFS,None,"8.01900278508, 47.1838484715","8.07455159409, 47.1800687883"
SBB_BLL_ESB,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,BLL,Ballwil,ESB,Eschenbach,28783,Ballwil,Ident,2023,515.7,666603.17,222904.56,None,11,None,Switzerland,*,1023,1023,SBB CFF FFS,None,"8.31687037807, 47.1537605108","8.32277022797, 47.132390496"
SBB_ESB_WAB,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,ESB,Eschenbach,WAB,Waldibrücke,28772,Eschenbach (LU),Ident,2022,467.9,667077.34,220533.92,None,11,*,Switzerland,*,1026,1026,SBB CFF FFS,None,"8.32277022797, 47.132390496","8.3196803083, 47.1078905903"
SBB_HD_BONI,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,HD,Hallwil,BONI,Boniswil,22932,Hallwil,Ident,2031,472,655732.43,242235.21,None,11,None,Switzerland,*,4197,4197,SBB CFF FFS,None,"8.17592999568, 47.3286289207","8.18454009002, 47.3150290615"
