PID,ISB,Strecke_Nummer,Strecke_Bezeichnung,Strecke_Art,BP_Von_Abschnitt,BP_Von_Abschnitt_Bezeichnung,BP_Bis_Abschnitt,BP_Bis_Abschnitt_Bezeichnung,Anzahl_Zuege,gdname,gd_ident,didok,KOORDZ,KOORDY,KOORDX,Reiner Betriebspunkt,TU Nummer,Bedienpunkt Cargo,land,Haltestelle,Gde Nummer,gdnr,TU Abkuerzung,Tarifhaltestelle,geopos_von,geopos_bis
SBB_ZAE_BOW,SBB,26,Gümligen Süd - Fluhmühle,STRECKE,ZAE,Zäziwil,BOW,Bowil,41240,Zäziwil,Ident,8203,680.5,617087.14,194316.5,None,11,*,Switzerland,*,628,628,SBB CFF FFS,None,"7.66287844203, 46.8997400548","7.69804807001, 46.9000399265"
SBB_HBTN_HBTS,SBB,27,Mutenz - HBT - Olten Nord,STRECKE,HBTN,Hauenstein Nord (Spw),HBTS,Hauenstein Süd (Spw),112009,Zeglingen,Ident,29,560.2,634742.83,251957.1,None,11,*,Switzerland,None,2868,2868,SBB CFF FFS,None,"7.89901317691, 47.4175073927","7.90728340173, 47.3947076593"
SBB_HBTS_OLTU,SBB,27,Mutenz - HBT - Olten Nord,STRECKE,HBTS,Hauenstein Süd (Spw),OLTU,Olten Tunnel (Spw),112010,Wisen (SO),div,247,851.9,635382.05,249425.89,None,11,*,Switzerland,None,2493,2502,SBB CFF FFS,None,"7.90728340173, 47.3947076593","7.91543311149, 47.3721776538"
SBB_MU_MUOS,SBB,27,Mutenz - HBT - Olten Nord,STRECKE,MU,Muttenz,MUOS,Muttenz Ost (Abzw),172718,Muttenz,Ident,20,281,615757.3,264781.36,None,11,*,Switzerland,*,2770,2770,SBB CFF FFS,None,"7.64788310409, 47.5335746271","7.65689294024, 47.5307447052"
SBB_MUOS_LSTN,SBB,27,Mutenz - HBT - Olten Nord,STRECKE,MUOS,Muttenz Ost (Abzw),LSTN,Liestal Nord (Abzw),83216,Muttenz,Ident,15984,281.4,616436.61,264468.55,*,11,None,Switzerland,None,2770,2770,SBB CFF FFS,None,"7.65689294024, 47.5307447052","7.7262231471, 47.4878753386"
SBB_OLTU_OLN,SBB,27,Mutenz - HBT - Olten Nord,STRECKE,OLTU,Olten Tunnel (Spw),OLN,Olten Nord (Abzw),112010,Trimbach,div,241,494.9,636012.52,246924.7,None,11,*,Switzerland,None,2501,2500,SBB CFF FFS,None,"7.91543311149, 47.3721776538","7.9180430404, 47.3649577269"
SBB_DIE_SOM,SBB,28,Sissach - AHT - Olten Nord,STRECKE,DIE,Diepflingen,SOM,Sommerau,14993,Diepflingen,Ident,31,420.2,630098.06,255494.01,None,11,None,Switzerland,*,2845,2845,SBB CFF FFS,None,"7.83770294778, 47.4495466859","7.85146281827, 47.4390069317"
SBB_SOM_RLG,SBB,28,Sissach - AHT - Olten Nord,STRECKE,SOM,Sommerau,RLG,Rümlingen,14993,Wittinsburg,div,32,450.1,631141.96,254327.53,None,11,None,Switzerland,*,2846,2867,SBB CFF FFS,None,"7.85146281827, 47.4390069317","7.85052292754, 47.4253670335"
SBB_MOE_DOSS,SBB,29,Pratteln - Stein-Säckingen - Brugg Süd / Brugg,STRECKE,MOE,Möhlin,DOSS,Dossenboden (Spw),61031,Möhlin,Ident,302,307.9,629744.79,267978.52,None,11,*,Germany,*,4254,4254,SBB CFF FFS,None,"7.83385136436, 47.5618454519","7.87307115873, 47.5627657744"
SBB_NIF_FCK,SBB,29,Pratteln - Stein-Säckingen - Brugg Süd / Brugg,STRECKE,NIF,Niederfeld (Spw),FCK,Frick,45147,Eiken,Ident,15171,328.9,641920.77,264448.75,*,11,None,Switzerland,None,4161,4161,SBB CFF FFS,None,"7.99530077299, 47.5294366897","8.01307085248, 47.5073370081"
SBB_PRSR_KAU,SBB,29,Pratteln - Stein-Säckingen - Brugg Süd / Brugg,STRECKE,PRSR,Pratteln Salina Raurica,KAU,Kaiseraugst,61296,Pratteln,Ident,17131,275.1,620426.21,264460.98,None,11,None,Switzerland,*,2831,2831,SBB CFF FFS,None,"7.70987221725, 47.5305650448","7.72412218119, 47.5384850543"
SBB_SDO_VSPW,SBB,29,Pratteln - Stein-Säckingen - Brugg Süd / Brugg,STRECKE,SDO,Schinznach Dorf,VSPW,Villnachern (Spw),30681,Schinznach,Ident,308,441.1,652192.21,256486.01,None,11,*,Switzerland,None,4125,4125,SBB CFF FFS,None,"8.13075967918, 47.4570881219","8.16501901783, 47.4751082811"
SBB_STS_SLN,SBB,30,Stein-Säckingen - Laufenburg - Koblenz,STRECKE,STS,Stein-Säckingen,SLN,Sisseln,14181,Stein (AG),Ident,320,310.7,638411.88,265775.86,None,11,*,Switzerland,*,4260,4260,SBB CFF FFS,None,"7.94882103178, 47.5415864893","7.99308055058, 47.5456265469"
SBB_KLW_KLWL,SBB,32,Brugg - Wettingen - Killwangen,STRECKE,KLW,Killwangen-Spreitenbach,KLWL,Killwangen Lehnenviadukt,78900,Killwangen,Ident,3506,393.2,669069.76,254017.16,None,11,*,Switzerland,*,4030,4030,SBB CFF FFS,None,"8.35417789928, 47.433329807","8.34395792126, 47.4376297494"
SBB_BGS_LUPF,SBB,34,Brugg - Othmarsingen - Hendschiken,STRECKE,BGS,Brugg AG Süd (Abzw),LUPF,Lupfig,29205,Hausen (AG),Ident,342,360.2,658006.25,258195.82,*,11,None,Switzerland,None,4100,4100,SBB CFF FFS,None,"8.20807886869, 47.4719787193","8.21495927618, 47.445168875"
SBB_DKRB_DK,SBB,35,Olten Ost - Heitersberg - Killwangen,STRECKE,DKRB,Däniken RB,DK,Däniken,649,Däniken,Ident,16159,383.6,640244.05,244865.01,None,11,*,Switzerland,None,2572,2572,SBB CFF FFS,None,"7.97127223311, 47.3534080351","7.97875208747, 47.356378032"
SBB_GMT_MELH,SBB,35,Olten Ost - Heitersberg - Killwangen,STRECKE,GMT,Gruemet (Abzw),MELH,Mellingen Heitersberg,136077,Mellingen,Ident,2131,395.8,662626.07,253220.49,*,11,None,Switzerland,None,4033,4033,SBB CFF FFS,None,"8.26865867143, 47.4268093683","8.27632848016, 47.4280694454"
SBB_LANG_KLW,SBB,35,Olten Ost - Heitersberg - Killwangen,STRECKE,LANG,Langacher (Spw),KLW,Killwangen-Spreitenbach,136077,Neuenhof,Ident,2129,457.9,667471.27,254461.28,*,11,None,Switzerland,None,4034,4034,SBB CFF FFS,None,"8.33305807641, 47.4374897677","8.35417789928, 47.433329807"
SBB_MEL_DAET,SBB,37,Wettingen - Dättwil - Gruemet,STRECKE,MEL,Mellingen,DAET,Dättwil,1084,Mellingen,Ident,2107,400.6,663006.54,253558.1,None,11,*,Switzerland,None,4033,4033,SBB CFF FFS,None,"8.27374857563, 47.4298094011","8.2909079164, 47.4496795988"
SBB_GSAG_EBR,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,GSAG,Emmenbrücke Gersag,EBR,Emmenbrücke,111099,Emmen,Ident,2028,449.9,663653.28,214483.65,None,11,None,Switzerland,*,1024,1024,SBB CFF FFS,None,"8.27678999794, 47.0783101215","8.28254000851, 47.0705902133"
SBB_HEIM_LZEF,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,HEIM,Heimbach (Spw),LZEF,Luzern Einfahrt (Abzw),238065,Luzern,Ident,15732,438.2,665414.21,211055.07,*,11,None,Switzerland,None,1061,1061,SBB CFF FFS,None,"8.29948022086, 47.047300499","8.30978013322, 47.0446405528"
SBB_REID_DAG,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,REID,Reiden,DAG,Dagmersellen,70320,Reiden,Ident,2003,458.3,640137.71,232417.5,None,11,None,Switzerland,*,1140,1140,SBB CFF FFS,None,"7.96875289483, 47.2414584296","7.97901277389, 47.2175484018"
SBB_SEM_RBG,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,SEM,Sempach-Neuenkirch,RBG,Rothenburg,82298,Neuenkirch,Ident,2009,513.4,657474.45,218616.78,None,11,*,Switzerland,*,1093,1093,SBB CFF FFS,None,"8.19596012378, 47.1160501576","8.24917016532, 47.088190137"
SBB_SS_SSS,SBB,38,Aarburg-Oftringen/Aarburg-Oftringen West - Zofingen - Luzern,STRECKE,SS,Sursee,SSS,Sursee Süd (Spw),82311,Oberkirch,div,2007,504.1,649979.51,224634.98,None,11,*,Switzerland,*,1103,1095,SBB CFF FFS,None,"8.09787148692, 47.1707887703","8.1071515734, 47.1619987742"
SBB_OEF_SUHR,SBB,39,Zofingen - Suhr - Lenzburg,STRECKE,OEF,Oberentfelden,SUHR,Suhr,23944,Oberentfelden,Ident,2102,415.2,646066.46,245248.73,None,11,*,Switzerland,*,4010,4010,SBB CFF FFS,None,"8.0483707423, 47.3564783569","8.08227055334, 47.3716283875"
SBB_SUHM_HU,SBB,39,Zofingen - Suhr - Lenzburg,STRECKE,SUHM,Suhr Migros,HU,Hunzenschwil,24035,Suhr,Ident,16740,394.5,649157.53,247869.72,None,11,*,Switzerland,None,4012,4012,SBB CFF FFS,None,"8.0895705597, 47.3798283244","8.12567016106, 47.388278474"
SBB_WAST_SAF,SBB,39,Zofingen - Suhr - Lenzburg,STRECKE,WAST,Walterswil-Striegel,SAF,Safenwil,23945,Oftringen,Ident,2121,467.2,639657.7,241137.59,None,11,None,Switzerland,*,4280,4280,SBB CFF FFS,None,"7.96318241974, 47.319918526","7.98350208537, 47.3217484953"
SBB_BLG_BLGK,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,BLG,Baldegg,BLGK,Baldegg Kloster,25474,Hochdorf,Ident,2025,469.2,663784.27,226422.61,None,11,*,Switzerland,*,1031,1031,SBB CFF FFS,None,"8.28020013421, 47.1856804059","8.28057026798, 47.1806003314"
SBB_BWL_BW,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,BWL,Birrwil,BW,Beinwil am See,22941,Birrwil,Ident,2033,520.2,657519.43,237717.06,None,11,None,Switzerland,*,4132,4132,SBB CFF FFS,None,"8.19899045221, 47.2878392525","8.2022106441, 47.2672192202"
SBB_ESEE_HIK,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,ESEE,Ermensee,HIK,Hitzkirch,25395,Ermensee,Ident,2019,466.8,660861.03,231285.07,None,11,None,Switzerland,*,1025,1025,SBB CFF FFS,None,"8.24229039592, 47.2296898087","8.25197033431, 47.2226598514"
SBB_HOSA_BLL,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,HOSA,Hochdorf Schönau,BLL,Ballwil,28783,Hochdorf,Ident,2042,493.3,665174.1,224099.5,None,11,None,Switzerland,*,1031,1031,SBB CFF FFS,None,"8.29820048262, 47.1646503754","8.31687037807, 47.1537605108"
SBB_SE_LB,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,SE,Seon,LB,Lenzburg,22927,Seon,Ident,2030,445.8,654418.24,244169.87,None,11,*,Switzerland,*,4209,4209,SBB CFF FFS,None,"8.15877987784, 47.3461389162","8.17036968258, 47.3911887102"
SBB_WAB_HUEB,SBB,40,Lenzburg - Hochdorf - Hübeli,STRECKE,WAB,Waldibrücke,HUEB,Hübeli LU,28771,Emmen,Ident,2017,421.4,666873.5,217807.69,None,11,*,Switzerland,*,1024,1024,SBB CFF FFS,None,"8.3196803083, 47.1078905903","8.27873986453, 47.0845001387"
SBB_BNZ_MUEH,SBB,41,Gexi - Hendschiken - Arth-Goldau,STRECKE,BNZ,Benzenschwil,MUEH,Mühlau,29510,Merenschwand,Ident,2216,457.5,670175.52,233294.64,None,11,None,Switzerland,*,4234,4234,SBB CFF FFS,None,"8.36558979903, 47.2468403943","8.38849996433, 47.2250105125"
SBB_BOS_MI,SBB,41,Gexi - Hendschiken - Arth-Goldau,STRECKE,BOS,Boswil-Bünzen,MI,Muri AG,48424,Boswil,Ident,2214,445.9,666293.04,239735.48,None,11,None,Switzerland,*,4228,4228,SBB CFF FFS,None,"8.31525994163, 47.3051700227","8.33978970501, 47.2766603439"
SBB_BOSP_BOS,SBB,41,Gexi - Hendschiken - Arth-Goldau,STRECKE,BOSP,Boswil (Spw),BOS,Boswil-Bünzen,48425,Boswil,Ident,16315,436.8,665651.06,240683.42,*,11,None,Switzerland,None,4228,4228,SBB CFF FFS,None,"8.30691000881, 47.3137598589","8.31525994163, 47.3051700227"
SBB_DOT_DOTU,SBB,41,Gexi - Hendschiken - Arth-Goldau,STRECKE,DOT,Dottikon-Dintikon,DOTU,Dottikon Umspannanlage,49018,Villmergen,Ident,2212,423.5,660122.38,247282.64,None,11,*,Switzerland,*,4080,4080,SBB CFF FFS,None,"8.23467948396, 47.3736393447","8.24915938539, 47.3629195635"
SBB_DOTU_WO,SBB,41,Gexi - Hendschiken - Arth-Goldau,STRECKE,DOTU,Dottikon Umspannanlage,WO,Wohlen,49003,Villmergen,Ident,2239,412.3,661228.25,246102.05,None,11,*,Switzerland,None,4080,4080,SBB CFF FFS,None,"8.24915938539, 47.3629195635","8.26976953975, 47.3484597627"
SBB_MI_BNZ,SBB,41,Gexi - Hendschiken - Arth-Goldau,STRECKE,MI,Muri AG,BNZ,Benzenschwil,29508,Muri (AG),Ident,2215,458.7,668184.35,236587.01,None,11,*,Switzerland,*,4236,4236,SBB CFF FFS,None,"8.33978970501, 47.2766603439","8.36558979903, 47.2468403943"
SBB_MUEH_SINS,SBB,41,Gexi - Hendschiken - Arth-Goldau,STRECKE,MUEH,Mühlau,SINS,Sins,29510,Mühlau,Ident,2217,445.5,671939.22,230888.56,None,11,None,Switzerland,*,4235,4235,SBB CFF FFS,None,"8.38849996433, 47.2250105125","8.39780015497, 47.1883006099"
SBB_CRA_NY,SBB,1,Genève Aéroport - Lausanne,STRECKE,CRA,Crans,NY,Nyon,98356,Crans-près-Céligny,Ident,1017,394.2,505631.08,134891.75,*,11,None,Switzerland,None,5713,5713,SBB CFF FFS,None,"6.21247863654, 46.3587539227","6.23596879248, 46.3844138899"
SBB_LONB_DEN,SBB,1,Genève Aéroport - Lausanne,STRECKE,LONB,Lonay B (bif),DEN,Denges-Echandens,121437,Lonay,Ident,15337,390.9,529846.69,153021.64,None,11,*,Switzerland,None,5638,5638,SBB CFF FFS,None,"6.52433645018, 46.5248047576","6.54050626646, 46.5291247763"
SBB_LSBI_PRMA,SBB,1,Genève Aéroport - Lausanne,STRECKE,LSBI,Lausanne (bif),PRMA,Prilly-Malley,172300,Lausanne,Ident,1139,442.1,536877.81,152506.86,*,11,None,Switzerland,None,5586,5586,SBB CFF FFS,None,"6.6160359958, 46.5208756348","6.60262606326, 46.5266954279"
SBB_PRMA_RENB,SBB,1,Genève Aéroport - Lausanne,STRECKE,PRMA,Prilly-Malley,RENB,Renens VD Est (bif),172300,Prilly,Ident,18452,430.8,535855.75,153164.68,None,11,None,Switzerland,*,5589,5589,SBB CFF FFS,None,"6.60262606326, 46.5266954279","6.5870860699, 46.5332550767"
SBB_LSBI_LSSB,SBB,101,Lausanne PB,KNOTEN,LSBI,Lausanne (bif),LSSB,Lausanne-Sébeillon,1429,Lausanne,Ident,1139,442.1,536877.81,152506.86,*,11,None,Switzerland,None,5586,5586,SBB CFF FFS,None,"6.6160359958, 46.5208756348","6.61103605356, 46.5242755104"
SBB_LSSB_RENB,SBB,101,Lausanne PB,KNOTEN,LSSB,Lausanne-Sébeillon,RENB,Renens VD Est (bif),145,Lausanne,Ident,1128,446.6,536498.15,152888.83,None,11,*,Switzerland,None,5586,5586,SBB CFF FFS,None,"6.61103605356, 46.5242755104","6.5870860699, 46.5332550767"
SBB_LTE_BY,SBB,102,Lausanne Triage,KNOTEN,LTE,Lausanne-Triage Est,BY,Bussigny,60,Ecublens (VD),Ident,15639,397.4,532096.09,154205.37,None,11,*,Switzerland,None,5635,5635,SBB CFF FFS,None,"6.55347586332, 46.5356848592","6.55181586177, 46.547584894"
SBB_RENO_LTE,SBB,102,Lausanne Triage,KNOTEN,RENO,Renens VD Ouest (bif),LTE,Lausanne-Triage Est,365,Ecublens (VD),Ident,15355,414,533529.93,154756.33,None,11,*,Switzerland,None,5635,5635,SBB CFF FFS,None,"6.57208574511, 46.5407850027","6.55347586332, 46.5356848592"
SBB_BNWD_WKD,SBB,103,Bern,KNOTEN,BNWD,Bern Wankdorf,WKD,Wankdorf (Abzw),121556,Bern,Ident,16161,548.3,602042.35,201860.93,None,11,*,Switzerland,*,351,351,SBB CFF FFS,None,"7.46546957521, 46.967818721","7.47213960999, 46.9653187069"
SBB_BWMS_JKLM,SBB,103,Bern,KNOTEN,BWMS,Bern Weyermannshaus (Spw),JKLM,Bern JKLM,123862,Bern,Ident,15647,550.8,598104.12,199793.16,*,11,None,Switzerland,None,351,351,SBB CFF FFS,None,"7.41372933904, 46.9492188057","7.42889938774, 46.9482389532"
SBB_JKLM_BN,SBB,103,Bern,KNOTEN,JKLM,Bern JKLM,BN,Bern,128227,Bern,Ident,7012,541,599258.98,199683.96,*,11,None,Switzerland,None,351,351,SBB CFF FFS,None,"7.42889938774, 46.9482389532","7.43911953123, 46.94881892"
SBB_OLN_OLVL,SBB,105,Olten,KNOTEN,OLN,Olten Nord (Abzw),OLVL,Olten VL,33427,Olten,Ident,243,396.3,636214.54,246123.19,*,11,None,Switzerland,None,2581,2581,SBB CFF FFS,None,"7.9180430404, 47.3649577269","7.92244297984, 47.3602277403"
SBB_OLNO_OLO,SBB,105,Olten,KNOTEN,OLNO,Olten Nord-Ost (Abzw),OLO,Olten Ost (Abzw),116416,Olten,Ident,15772,396.2,635999.71,245549.29,*,11,None,Switzerland,None,2581,2581,SBB CFF FFS,None,"7.91515305143, 47.359807754","7.92562292884, 47.3586277639"
SBB_OLRB_OLNO,SBB,105,Olten,KNOTEN,OLRB,Olten RB,OLNO,Olten Nord-Ost (Abzw),502,Olten,Ident,240,393.1,636000.16,245849.49,None,11,*,Switzerland,None,2581,2581,SBB CFF FFS,None,"7.91518311289, 47.3625077674","7.91515305143, 47.359807754"
SBB_BS_BSGB,SBB,106,Basel SBB PB / GB,KNOTEN,BS,Basel SBB,BSGB,Basel SBB GB,16392,Basel,Ident,10,277.6,611362.2,266307.92,None,11,*,Switzerland,*,2701,2701,SBB CFF FFS,None,"7.5895540965, 47.547394436","7.60882367534, 47.5423444932"
SBB_BSSJ_BS,SBB,106,Basel SBB PB / GB,KNOTEN,BSSJ,Basel St. Johann,BS,Basel SBB,31754,Basel,Ident,16,260.4,610075.86,268851.83,None,11,*,Switzerland,*,2701,2701,SBB CFF FFS,None,"7.57252409516, 47.5702944622","7.5895540965, 47.547394436"
SBB_BSVB_GELN,SBB,106,Basel SBB PB / GB,KNOTEN,BSVB,Basel VB Grenze,GELN,Gellert Nord (Abzw),52945,Basel,Ident,16180,255.3,613137.11,267739.23,None,11,None,Switzerland,None,2701,2701,SBB CFF FFS,*,"7.61317346459, 47.5602342813","7.61527343462, 47.5568143054"
SBB_RUC_BSDH,SBB,106,Basel SBB PB / GB,KNOTEN,RUC,Ruchfeld,BSDH,Basel Dreispitz,44996,Münchenstein,Ident,46,279,613061.52,264813.73,*,11,None,Switzerland,None,2769,2769,SBB CFF FFS,None,"7.61208358855, 47.5339246346","7.60894363708, 47.537854527"
SBB_BRBB_BRBD,SBB,107,Basel SBB RB,KNOTEN,BRBB,Basel SBB RB Gr B,BRBD,Basel SBB RB Gr D,1691,Muttenz,Ident,150,278.5,616238.24,264585.86,*,11,None,Switzerland,None,2770,2770,SBB CFF FFS,None,"7.65426295922, 47.5318046788","7.66685285975, 47.5278548352"
SBB_BRBF_BRBE,SBB,107,Basel SBB RB,KNOTEN,BRBF,Basel SBB RB Gr F,BRBE,Basel SBB RB Gr E,2661,Muttenz,Ident,153,278,616294.17,264785.04,*,11,None,Switzerland,None,2770,2770,SBB CFF FFS,None,"7.65501296222, 47.5335946763","7.66897280652, 47.5284648434"
SBB_BRBG_BRBF,SBB,107,Basel SBB RB,KNOTEN,BRBG,Basel SBB RB Gr G,BRBF,Basel SBB RB Gr F,2649,Muttenz,Ident,154,275.3,615141.57,265285.65,*,11,None,Switzerland,None,2770,2770,SBB CFF FFS,None,"7.63972319772, 47.5381245117","7.65501296222, 47.5335946763"
SBB_MU_BRBB,SBB,107,Basel SBB RB,KNOTEN,MU,Muttenz,BRBB,Basel SBB RB Gr B,1691,Muttenz,Ident,20,281,615757.3,264781.36,None,11,*,Switzerland,*,2770,2770,SBB CFF FFS,None,"7.64788310409, 47.5335746271","7.65426295922, 47.5318046788"
SBB_BG_BGWE,SBB,109,Brugg AG,KNOTEN,BG,Brugg AG,BGWE,Brugg AG West,50887,Brugg,Ident,309,352.1,658052.36,259182.53,None,11,*,Switzerland,*,4095,4095,SBB CFF FFS,None,"8.20881889623, 47.4808486611","8.20406885162, 47.4770886658"
SBB_BGOS_BG,SBB,109,Brugg AG,KNOTEN,BGOS,Brugg AG Ost,BG,Brugg AG,128264,Windisch,Ident,18714,343.1,659174.1,259548.35,*,11,None,Switzerland,None,4123,4123,SBB CFF FFS,None,"8.2237488626, 47.4840387195","8.20881889623, 47.4808486611"
SBB_RKNO_RK,SBB,110,Rotkreuz,KNOTEN,RKNO,Rotkreuz Nordost,RK,Rotkreuz,75994,Risch,Ident,18789,430.3,676436.65,222122.19,*,11,None,Switzerland,None,1707,1707,SBB CFF FFS,None,"8.44639054731, 47.1456610256","8.43046054845, 47.141750961"
SBB_RBLD_RBLZ,SBB,112,RB Limmattal inkl. Zürich Mülligen,KNOTEN,RBLD,RBL Depot,RBLZ,RBL Kopf Zürich,4144,Dietikon,Ident,3043,388.7,672336.69,251728.95,*,11,None,Switzerland,None,243,243,SBB CFF FFS,None,"8.39710802257, 47.4124000328","8.40341795271, 47.4086001187"
SBB_RBLZ_DT,SBB,112,RB Limmattal inkl. Zürich Mülligen,KNOTEN,RBLZ,RBL Kopf Zürich,DT,Dietikon,7638,Dietikon,Ident,3042,387.8,672818.07,251312.33,*,11,None,Switzerland,None,243,243,SBB CFF FFS,None,"8.40341795271, 47.4086001187","8.40495794918, 47.4057701595"
SBB_ZAU_ZLST,SBB,113,Zürich PB,KNOTEN,ZAU,Zürich Aussersihl (Abzw),ZLST,Zürich Langstrasse,182407,Zürich,Ident,15482,403.2,681665.09,248120.92,*,11,None,Switzerland,None,261,261,SBB CFF FFS,None,"8.5200385983, 47.3788610064","8.52886865859, 47.38126102"
SBB_ZAU_ZVBS,SBB,113,Zürich PB,KNOTEN,ZAU,Zürich Aussersihl (Abzw),ZVBS,Zürich Vorbahnhof Süd,1355,Zürich,Ident,15482,403.2,681665.09,248120.92,*,11,None,Switzerland,None,261,261,SBB CFF FFS,None,"8.5200385983, 47.3788610064","8.51992862271, 47.3831009729"
SBB_ZBST_HRD,SBB,113,Zürich PB,KNOTEN,ZBST,Zürich Birchsteg (Abzw),HRD,Hard Käferberg (Abzw),146741,Zürich,Ident,18927,438.9,682962.14,251390.24,*,11,None,Switzerland,None,261,261,SBB CFF FFS,None,"8.53781834761, 47.4081010135","8.51141843759, 47.3915208888"
SBB_ZHDB_ZHER,SBB,113,Zürich PB,KNOTEN,ZHDB,Zürich Hardbrücke,ZHER,Zürich Herdern Abstellgruppe,14029,Zürich,Ident,3020,404.9,681433.41,248821.58,None,11,None,Switzerland,*,261,261,SBB CFF FFS,None,"8.51709857174, 47.3851909865","8.50138837204, 47.3907209058"
SBB_ZUE_ZSTH,SBB,113,Zürich PB,KNOTEN,ZUE,Zürich HB,ZSTH,Zürich Stadelhofen,238790,Zürich,Ident,3000,407.9,683186.99,248065.38,None,11,*,Switzerland,*,261,261,SBB CFF FFS,None,"8.54017872257, 47.3781711272","8.5484586696, 47.3666110816"
SBB_ZVIA_ZWIP,SBB,113,Zürich PB,KNOTEN,ZVIA,Zürich Viadukt (Abzw),ZWIP,Zürich Wipkingen,90457,Zürich,Ident,15179,404.6,681706.91,248757.52,*,11,None,Switzerland,None,261,261,SBB CFF FFS,None,"8.52070854519, 47.3845810081","8.52934845016, 47.3930309736"
SBB_WWE_W,SBB,114,Winterthur,KNOTEN,WWE,Winterthur West (Abzw),W,Winterthur,201331,Winterthur,Ident,6032,438.6,696352.99,260972.7,None,11,*,Switzerland,None,230,230,SBB CFF FFS,None,"8.7172778339, 47.4924513776","8.72378787208, 47.5003314057"
SBB_RW_RNOS,SBB,115,Rapperswil,KNOTEN,RW,Rapperswil,RNOS,Rapperswil Nordost,55790,Rapperswil-Jona,Ident,3110,409.2,704368.2,231355.29,None,11,*,Switzerland,*,3340,3340,SBB CFF FFS,None,"8.8167198542, 47.2248815084","8.82607992802, 47.2254415736"
SBB_RWOS_RW,SBB,115,Rapperswil,KNOTEN,RWOS,Rapperswil Ost,RW,Rapperswil,28893,Rapperswil-Jona,Ident,18720,410.681,705084.08,231411.17,*,11,None,Switzerland,None,3340,3340,SBB CFF FFS,None,"8.8261835105, 47.2252705703","8.8167198542, 47.2248815084"
SBB_GEFB_GEPO,SBB,118,Genf,KNOTEN,GEFB,Genève faisceau B,GEPO,Genève Poste 1,3042,Genève,Ident,1010,391.3,500119.24,119085.55,*,11,None,Switzerland,None,6621,6621,SBB CFF FFS,None,"6.14426706004, 46.2157880813","6.1443670429, 46.2175880549"
SBB_GEFC_GEPO,SBB,118,Genf,KNOTEN,GEFC,Genève faisceau C,GEPO,Genève Poste 1,193,Genève,Ident,15811,391,500196.5,119084.84,*,11,None,Switzerland,None,6621,6621,SBB CFF FFS,None,"6.14526826174, 46.215793173","6.1443670429, 46.2175880549"
SBB_GEPO_GESE,SBB,118,Genf,KNOTEN,GEPO,Genève Poste 1,GESE,Genève-Sécheron,117843,Genève,Ident,1038,391.2,500130.26,119285.49,*,11,None,Switzerland,None,6621,6621,SBB CFF FFS,None,"6.1443670429, 46.2175880549","6.14454714955, 46.2224480511"
SBB_BELC_BEL,SBB,122,Bellinzona,KNOTEN,BELC,Bellinzona Collegamento,BEL,Bellinzona,65751,Bellinzona,Ident,16454,240.3,723208.82,117724.01,*,11,None,Switzerland,None,5002,5002,SBB CFF FFS,None,"9.03490481931, 46.1996975589","9.02950486089, 46.195437504"
SBB_SPAO_BELC,SBB,122,Bellinzona,KNOTEN,SPAO,Bellinzona S. Paolo,BELC,Bellinzona Collegamento,65751,Bellinzona,Ident,5239,240.6,723474.69,118164.17,None,11,*,Switzerland,None,5002,5002,SBB CFF FFS,None,"9.03846469031, 46.203607528","9.03490481931, 46.1996975589"
SBB_TH_THSC,SBB,130,Thun,KNOTEN,TH,Thun,THSC,Thun Schadau,54978,Thun,Ident,7100,559.8,614590.47,178202.72,None,11,*,Switzerland,*,942,942,SBB CFF FFS,None,"7.62960078654, 46.754850765","7.63103085107, 46.7470508399"
SBB_WIGB_WIWE,SBB,131,Will,KNOTEN,WIGB,Wil Güterbahnhof,WIWE,Wil West,67323,Wil (SG),Ident,19211,570.4,720311.69,258073.38,*,11,None,Switzerland,None,3427,3427,SBB CFF FFS,None,"9.03436053347, 47.4624322446","9.02596061624, 47.4603821641"
SBB_WILM_WIL,SBB,131,Will,KNOTEN,WILM,Wil Matt (Abzw),WIL,Wil,95888,Wil (SG),Ident,18973,564.1,721118.81,257475.99,*,11,None,Switzerland,None,3427,3427,SBB CFF FFS,None,"9.04490045435, 47.4569123024","9.04097050131, 47.462412203"
SBB_CHNE_FUBI,SBB,3,La Plaine Frontière - Genève,STRECKE,CHNE,Châtelaine (bif),FUBI,Furet (bif),115505,Vernier,Ident,1027,419.7,496906.09,119289.57,*,11,None,Switzerland,None,6643,6643,SBB CFF FFS,None,"6.10258990036, 46.2171378957","6.11550880881, 46.2087676206"
